log_id,table_name,record_id,action,performed_by,timestamp
87d78e17-a151-4632-bb6b-52363793fa86,transactions,173f8b66-7c8f-45e5-b478-91ee712ecf33,UPDATE,SYSTEM,2026-05-29 15:27:27
76ce2d29-2f1c-442b-81d9-f4f57bdd58da,transactions,02cce441-d0c4-4abc-b8ce-edef9e5a808e,INSERT,SYSTEM,2026-04-08 09:37:24
9fade65f-f2ce-46d0-b410-6aad0412af5e,accounts,4dc029d0-17d1-449a-ad57-4f43887f27f4,UPDATE,ADMIN,2026-06-07 03:20:30
c7814ad3-f99d-452d-98bd-7a7635a7f043,accounts,791ca07f-b221-477c-9b46-50e2297b02dd,UPDATE,ADMIN,2026-04-26 12:39:40
a25c2dd3-29ae-444a-9efc-acfd4a955db9,transactions,e680633f-c37b-4952-a5af-0638182aafe4,INSERT,SYSTEM,2026-04-25 04:43:59
c0251156-63d6-440c-af12-3ca2e7bc47fc,fraud_analysis,a26dc889-87c5-40a1-8fb6-5920ce28eff5,DELETE,ADMIN,2026-02-04 16:01:52
ec2cadc0-4457-4162-bdcf-39e3f2ba79ac,transactions,bffd52cd-9485-44c0-a898-eb69c1707e0f,DELETE,ADMIN,2026-05-09 05:36:18
6c7518fd-4758-4ebb-9a10-fd0b02cdd2f3,cards,289d518e-440f-41c7-93e2-2a47e06a425c,UPDATE,ADMIN,2026-02-17 13:04:00
6500b599-82bf-4f32-99e9-bad1cb60b00e,cards,87210e37-a010-44d3-b612-0c4d60b10ec1,DELETE,ADMIN,2026-03-13 14:37:51
1a8301a7-433e-4a8e-b9a6-ac1e19608f0b,transactions,97bdba9b-a538-42db-be47-44e7548bef09,DELETE,ADMIN,2026-04-02 03:46:24
c3f9953f-ac4f-4f65-ba98-85e68427fafd,customers,c53fa90a-70c8-47c7-8484-e2f2a76eec23,UPDATE,SYSTEM,2026-05-10 03:34:45
515ef6df-97c5-419a-b52d-b07f7fafdd07,devices,b417faa7-5a7c-4c6f-871d-aff5336b054d,UPDATE,SYSTEM,2026-04-17 08:52:24
c0a9c860-7182-41e6-92c6-87c2d7d34213,accounts,b60e7001-008b-48dc-8dc6-ceaf05b158de,INSERT,ADMIN,2026-03-24 21:16:54
f22b9354-27b8-4c2c-a1b2-e68201fcb375,transactions,8262205f-7e03-4563-875f-c34abfe6edd5,DELETE,ADMIN,2026-01-09 05:13:25
5b27c246-759d-4b6f-a85f-23f86323a7f1,fraud_analysis,a1d5feba-a4d0-4b34-a31d-7a421cf64fb0,DELETE,ADMIN,2026-02-01 13:16:46
eae239e8-32f3-4d43-b410-2e59cff80cbf,accounts,d46afe5c-c7e5-49b5-9ff0-8f5eaad7ce8f,INSERT,ADMIN,2026-05-23 21:23:35
8e48145e-a914-4dff-8866-598177ccc447,customers,6c287e6f-42b8-4f34-a236-ffb1f71b9335,DELETE,SYSTEM,2026-04-05 05:41:46
e50f6413-1efc-45d0-8a5d-6a4abb3fab3b,accounts,6be1dbd3-3847-4562-beb4-78a462cad4aa,UPDATE,SYSTEM,2026-02-28 14:50:55
0a32f0d0-7004-4e55-8348-67c35146aef9,fraud_analysis,14b17210-709e-463f-8787-64f39b1ba466,DELETE,SYSTEM,2026-01-16 05:28:45
d4b53f8b-57c1-431d-9d6e-9bc3e9f31cf5,customers,af484e58-85ab-494e-bad4-06990aaae372,INSERT,ADMIN,2026-03-26 08:34:19
d3d59c74-69d8-4cf3-ba21-04756c2b7fad,devices,3df8e2af-277e-4445-993b-bbe7b61bf3ea,DELETE,SYSTEM,2026-04-23 05:36:05
371e2c07-81f5-4873-b509-454d24ce5fa0,fraud_analysis,64cf16e7-33a7-4752-a970-af585643974e,INSERT,ADMIN,2026-05-07 19:42:04
6fefff22-11d7-4ae8-948a-5c7c332885cc,accounts,f7ecc20c-a1ca-494f-8c13-1c518171d141,UPDATE,ADMIN,2026-04-04 22:12:43
52889d42-6c09-4d40-877f-62a1c3a20f83,customers,276cc294-3c8c-4e44-8ca5-c9a95db43ea1,UPDATE,ADMIN,2026-01-19 16:57:40
520668de-8d94-447e-8c23-1343a9c94a92,cards,f4459b56-212e-4d9d-b02d-47a3ca9ba7ca,DELETE,ADMIN,2026-05-21 11:44:02
74c7b1ba-e94f-45a1-b9a7-2270b6b02bd3,accounts,2a23c08e-d942-4675-9b7b-cd1d555992a7,INSERT,ADMIN,2026-06-08 15:31:18
58bb96ae-8e91-4f3a-8eca-da782f7f89ab,customers,d55152e4-d209-4bdd-b425-6f620cff9017,UPDATE,SYSTEM,2026-01-31 07:51:31
b9a675fc-7f48-4003-8c0e-f059eb387c23,accounts,0106c6c6-945d-442a-8776-f10f7ab2d313,UPDATE,SYSTEM,2026-06-11 09:09:24
e9e4c711-ed2d-47de-9e1e-664c99d947d3,fraud_analysis,dd3e2204-f6b4-42fb-9017-5ca05607261d,UPDATE,ADMIN,2026-05-13 17:53:05
215a92ec-1993-46c7-801e-ac0425cf6080,fraud_analysis,74fbcfd9-8e86-423a-8fcb-85ed9119ccd9,INSERT,SYSTEM,2026-02-21 20:14:16
108cedc8-0fea-4406-931d-b95ba80b5fb7,customers,12114c32-1151-4f00-9985-1194a6ad30e9,DELETE,SYSTEM,2026-02-15 00:03:38
f9332315-8e06-45ff-8aca-7339e8c2d864,customers,b0d16225-4439-40c5-9fde-3fab45dc8843,DELETE,SYSTEM,2026-02-13 17:04:42
c245f2e7-52b0-4b83-9b74-a4a2eb8f415b,devices,1454167b-47db-40d6-aa28-8405c05a66e6,INSERT,ADMIN,2026-05-16 05:00:21
45a775a6-8480-4dcd-bab9-2e404b1d955d,fraud_analysis,13bf6744-922f-427e-83a9-331989029e91,UPDATE,ADMIN,2026-02-10 06:07:46
eb7effe1-f3b1-4870-8904-ba66184e5f27,accounts,fd534cc9-4be0-4471-864b-83a7d71f7c05,UPDATE,ADMIN,2026-03-30 02:29:23
b4acf0c0-7fca-424b-b965-151b78b38ce6,fraud_analysis,d60eec79-07c5-47ae-8b58-b85f3e5cc5f2,INSERT,SYSTEM,2026-06-03 04:13:30
53c35b5b-867f-4167-ae9e-8097fda931dc,fraud_analysis,59a11029-d1db-4dcc-a2d3-bd1a67bb9cd4,DELETE,ADMIN,2026-06-04 22:39:02
2868d838-a2dd-4674-9144-8e1f0a1c1f58,devices,3a788452-7bdf-4ad8-a7c5-003621a8b28a,INSERT,SYSTEM,2026-05-24 20:14:37
ed1ac171-6797-483a-aebb-6e0a5d0652ea,cards,a9049659-717d-40fc-b3e8-63d1d060503a,DELETE,ADMIN,2026-03-09 00:32:28
f71551d5-390b-4363-8ed5-9250e8dc4036,accounts,857d9ceb-b587-46c9-9001-6f94912ef946,DELETE,ADMIN,2026-05-29 05:02:35
ac4f8991-56cf-4ee2-8c0a-d4f1e6bb2774,cards,f4e8daf5-a2fb-4dcf-b713-e027cb1bd799,INSERT,ADMIN,2026-01-31 13:33:02
cbfc2344-44ec-4686-a5cc-421a9925dcba,fraud_analysis,8ce31b37-6e2c-48da-a6c7-8f717e152a71,DELETE,ADMIN,2026-06-17 07:05:47
17083dc8-00d8-4664-96e4-22b1c7cd291f,fraud_analysis,a3e212a8-3fc1-4b92-9d29-c608cb810eb5,INSERT,SYSTEM,2026-05-30 17:33:14
36bbf665-8258-4034-9161-dcdd738fda08,cards,a1407b88-3185-4eaf-8171-67c2ba720679,DELETE,ADMIN,2026-04-06 00:01:36
d323fa01-24ca-42f1-b132-dc49ce153a51,cards,52bba8a8-74a8-4b94-ad41-1c1118ecce3e,INSERT,SYSTEM,2026-02-25 11:09:37
2467c68e-f39d-447a-97d5-474749d5a194,cards,9f37db07-4b48-40d8-9622-434f2a35ea7d,INSERT,ADMIN,2026-05-16 12:59:02
d9bc361a-62b9-4878-a07e-3da0db7a0994,fraud_analysis,9a5d67ad-4f05-4678-a192-c5eecd8f9f59,DELETE,SYSTEM,2026-01-09 00:16:34
a1a7263e-1950-453d-be85-cbaf605e324b,accounts,05dcf6ce-60d1-40ed-bd8a-04ec42871dfa,UPDATE,SYSTEM,2026-03-18 01:38:50
cc620fe7-5c45-4f2a-9d29-8f346c117a07,customers,e5a774c6-abfc-47b7-8833-5df874e2ca5b,DELETE,ADMIN,2026-03-11 08:30:28
a06f0332-7749-4470-beaf-299f48c2f43d,cards,dab64261-c0e8-4a93-8c41-a0afe46276c6,DELETE,SYSTEM,2026-03-10 23:04:08
49316dcb-70e9-47aa-9170-c7bce5e4deab,fraud_analysis,e2352f32-cacc-4fe3-9a24-8426ce5eaa65,DELETE,SYSTEM,2026-01-06 11:17:15
b9f0ed4d-7d27-4b42-b97f-1c18a4b6e367,transactions,c132beb9-9367-4b46-bdeb-c677670fce47,INSERT,ADMIN,2026-06-12 19:36:16
0d6b770b-4cf8-4f6e-882d-2355b14e91d2,customers,face4de2-298e-4522-80f7-8cd30caf496c,DELETE,SYSTEM,2026-03-16 05:08:00
7d1db57d-2c4c-4ee2-b07d-cad9b9a80486,devices,f98b057e-a656-46a7-af55-7b451ba76452,UPDATE,ADMIN,2026-02-06 04:47:33
7c9c3d55-eb9d-4c1a-9d55-bde5aa765c86,devices,27f305e7-e548-4bc7-b8a1-c10027a8acf4,UPDATE,ADMIN,2026-02-28 09:37:54
a8fac530-a10f-42ec-8cea-f7498f9ee939,devices,ce68e0b3-15b7-4dab-acb6-e372e704d73b,UPDATE,SYSTEM,2026-02-18 23:31:35
d2a9bf65-8186-4d34-85fc-1af2917ba0ed,transactions,7ea05cd2-d3c3-4045-a057-b57a3a59a171,UPDATE,ADMIN,2026-03-05 16:50:40
4bd0ac50-f1c6-4933-8d7d-7e7d2ffe314f,transactions,228f8bda-90d6-47e0-9871-3fb7ce8a9b06,DELETE,SYSTEM,2026-03-09 02:34:41
72227492-351b-4d1e-ab57-db417119a04e,accounts,70e288ff-6054-43bb-8478-addf08d9c82d,UPDATE,SYSTEM,2026-01-21 15:51:01
8f449dd6-2184-4ebb-9b51-7686349cafa9,customers,51741ee8-7874-4aca-ac22-0c84120aeaeb,DELETE,ADMIN,2026-02-13 15:11:48
475f4af9-4111-420d-b66e-4fc1ee11d85a,fraud_analysis,aa5bdf70-6c12-4507-9023-e78ce7fe1da7,DELETE,SYSTEM,2026-02-09 06:41:01
3f69fe5a-17a8-419d-b706-2e9e7031be7a,cards,11a8a174-0a8f-4d3d-85b2-dafcf673d020,UPDATE,SYSTEM,2026-03-16 23:25:40
3dff4559-d4bf-4aac-baf6-f5e81903b961,customers,c9a36538-12db-4d7c-8028-4515774562d4,DELETE,SYSTEM,2026-03-30 05:31:06
6eee0c2d-b513-4ccd-862d-cecb49c2973d,accounts,e3c1340a-7c7e-4117-9d1b-4462b4cfff9d,UPDATE,SYSTEM,2026-05-05 17:52:11
62edee87-bb01-435b-9129-3ea159cc0e95,customers,59f25437-a8d8-4f67-8c0c-5cc9e440fa18,INSERT,ADMIN,2026-03-08 13:01:30
30a5a20e-294b-4021-8387-fb9325fc22cd,devices,8af6b1eb-7c86-4d59-b753-2b346aab4637,INSERT,ADMIN,2026-04-01 20:21:36
1ef33b64-35b5-4bf1-82e8-ab4edf688c61,transactions,8d54a6d2-ef3b-461b-8678-71189f224aba,INSERT,SYSTEM,2026-04-03 02:52:50
e507c82c-ef8f-4276-ba8b-15ae5738ad1f,customers,b8ce7281-f16e-4536-9d4b-7c30d8fa9b0d,DELETE,ADMIN,2026-02-06 13:55:09
f39fbc06-fd34-4043-bb48-1a68ac6959b9,fraud_analysis,c65e374d-55e5-4099-be0f-ed67262720b5,DELETE,ADMIN,2026-06-11 13:59:40
6f7d4c18-f4d3-408c-8013-9d9385b56f60,transactions,3c900581-905d-4908-8fa3-7f27dee97ef5,UPDATE,SYSTEM,2026-01-25 02:46:50
fbe602c3-24cd-40eb-8209-0e07e6c005bb,customers,6b21a18c-ea34-4b8f-b1b8-18baf68a6420,DELETE,ADMIN,2026-03-06 10:05:48
c9010250-85af-412e-b3df-2afa1e4e3eea,accounts,50dfad12-9c3d-4237-a875-2b62fed92072,DELETE,SYSTEM,2026-06-06 18:26:01
2aa1d6d6-c530-4022-9aa5-83b09027a769,accounts,8b27b589-a703-4d1d-adf4-ae5d2c30e002,UPDATE,SYSTEM,2026-02-14 07:39:39
f4a31693-f91f-477e-9f5c-108a17f41dbe,fraud_analysis,a3de4b31-9e2b-4588-a426-bba8490d8a98,DELETE,SYSTEM,2026-03-31 02:39:08
d18add2a-7a14-4e18-954c-163e9e8078bc,cards,60c17b07-934f-4cfd-936c-d87830910fe5,DELETE,ADMIN,2026-05-24 09:11:56
bcf43b90-a766-4738-8164-64fc88601162,transactions,58527006-bb7e-491b-85c9-be0d3c66bd75,DELETE,SYSTEM,2026-02-13 10:26:34
44ac52ca-0531-4e78-8c44-89a634f7b88e,customers,b2c3a7af-6e67-46fc-8929-e07fa7291325,INSERT,SYSTEM,2026-03-21 04:34:06
9385ce62-52d2-4ea1-a83b-417befcaa1c2,accounts,49537401-c0de-401f-8f7f-53ff619294cd,UPDATE,ADMIN,2026-03-22 15:39:01
459dec8d-d12b-44d7-adbd-9e604a0b3fcc,fraud_analysis,8edfbbbf-b339-4858-bf8b-db60b5df67bf,UPDATE,SYSTEM,2026-04-16 05:30:21
5ea623f1-075c-4b12-af65-602a37e98c3a,customers,704ac11f-b1eb-454f-a0ac-2d1787611cd1,DELETE,SYSTEM,2026-02-27 00:28:37
26e1502f-9325-4773-be2c-2c0450baff47,accounts,b13f29ec-31dc-4e7f-a0d3-b58d2ad3b5fe,UPDATE,ADMIN,2026-06-19 17:49:01
7bbbbd68-9821-498c-8a09-c51e25fcef5b,accounts,9a42e01d-9fb9-4e2c-b0c3-cb1636b07224,UPDATE,SYSTEM,2026-01-15 23:23:52
e41c4872-14f1-472c-936c-18d4268d4235,devices,582a6653-4d92-4e2d-ba46-c5fb42f72ac2,UPDATE,SYSTEM,2026-02-11 00:43:09
e77cc10c-7c65-41c2-be53-c237f8352e92,transactions,83d2d97f-175a-4e1d-af70-d44f9e329dc9,INSERT,SYSTEM,2026-02-17 00:19:33
00fe1402-09f2-4a8d-9d8c-28e864481f10,fraud_analysis,528b5874-33c9-4ac6-b2b8-be22b8441703,UPDATE,SYSTEM,2026-03-09 01:27:30
9e8013dd-d09c-435e-9503-fc6682ebda03,accounts,8a195a23-a2a9-46e8-a698-e357a1ae7828,UPDATE,SYSTEM,2026-06-10 13:45:46
de7bb11f-42d6-4e51-b5c9-28384d34a633,fraud_analysis,b9c2491c-ce8a-4c9a-a3d7-9c309985e7ef,UPDATE,ADMIN,2026-01-03 17:30:42
d3fc22c9-36a2-44ce-a343-5a4202bac0c7,fraud_analysis,e0a6ca1e-acc6-4cdb-b448-a39e4e63aa73,INSERT,SYSTEM,2026-05-14 08:09:50
cf2d1ff6-9709-42e2-8871-2be8c19b394b,fraud_analysis,6a950680-4720-4247-864e-8a5fe1a7c2f3,UPDATE,SYSTEM,2026-04-04 18:39:46
903b0651-5362-4bac-9ee4-423719daa752,accounts,f515305e-73cc-4e52-bd50-80b553217faf,INSERT,SYSTEM,2026-05-13 09:59:56
83c3c96e-7b13-497f-a998-91661e9d5200,devices,c34d9756-e0d3-4b72-9f8b-7185dc08cecd,UPDATE,ADMIN,2026-05-07 01:17:02
ff3683b6-6863-477a-921f-f615b33f913d,devices,9670d47b-4dd9-4a2c-9c07-05b3971be241,DELETE,ADMIN,2026-01-08 22:58:34
fd33b32c-f091-4638-8b84-e7a388c5d6fd,fraud_analysis,cdc72fe4-4cd8-4f28-9ae5-ab036ba56950,UPDATE,ADMIN,2026-03-02 10:38:47
6f603c06-c0ac-42a0-9a65-b633cb1d8212,fraud_analysis,f3d7cdc7-7aac-4538-a13a-ccbbc7ac5685,UPDATE,ADMIN,2026-01-03 12:07:16
bbfc1f78-2035-40e6-a7ba-55cdb88f7225,cards,e87e701b-eebd-4876-8e42-140b66935937,UPDATE,ADMIN,2026-05-15 00:20:34
41f5d6f6-e7a4-4dcc-969f-dcfe5dcde434,customers,87a8a7c4-451b-420e-9d37-ce31fbc284d5,INSERT,SYSTEM,2026-03-28 16:10:23
b7e75a07-b66a-488d-9390-06b582463d4e,accounts,ded3d18a-7000-4364-92d2-ff4ec8e7dc22,DELETE,SYSTEM,2026-06-11 18:36:24
a016004e-7244-4f54-b20f-2b263d68ec71,customers,66f54144-1f38-4db9-bda6-3fd29d618b82,INSERT,ADMIN,2026-05-06 21:32:29
d70b1176-2045-4b88-ad41-a4914c62a75e,devices,cfab1fa7-54db-4107-8bf9-40838d8ee75a,UPDATE,SYSTEM,2026-02-10 15:40:06
3b3db3e8-e999-43e0-ac50-b9777a6b3cbe,devices,a2288ffe-8a6e-4213-bbb0-2895ad649312,INSERT,SYSTEM,2026-03-21 22:21:03
ec67dd67-4c93-4c49-864a-4573cdba1086,customers,1728ed0c-ce0e-45b2-b941-5aad8c9782fe,UPDATE,ADMIN,2026-05-10 02:38:42
c451320f-1c0f-4bd4-ad27-3586cf23e3e9,fraud_analysis,77023ff0-2ed7-4bd1-bd52-e89f156b45d8,UPDATE,ADMIN,2026-05-19 21:43:36
9d912ec3-8db5-47f3-b1de-9886e5f9b153,fraud_analysis,5b6c85a5-a479-48a0-be26-2649a4012b92,UPDATE,ADMIN,2026-06-04 04:36:56
1d7dbb56-4971-4624-be10-d599479a3a48,customers,42e06c87-42bf-46c0-a190-9e2ae8a90d08,UPDATE,SYSTEM,2026-06-20 22:13:13
696cbf30-485e-455f-b77f-4a8dfd77c9f9,fraud_analysis,1c561f6f-aff2-4d4e-a729-90a2333d4445,INSERT,ADMIN,2026-05-31 14:14:33
56a57a4d-68c6-4b2b-94fa-f6f9bf127214,transactions,b3a109e2-8207-4706-b133-5a63bd72db23,UPDATE,ADMIN,2026-05-28 05:08:10
77bd0884-1112-43c3-8415-a1f082635931,customers,b41a6586-f613-4420-822b-4e7f7620f74b,DELETE,ADMIN,2026-05-28 01:55:37
714832c1-94b5-4b61-acef-2f7e6bd326fb,fraud_analysis,92dec02a-abf4-4dfd-9538-fb4563100ea6,UPDATE,SYSTEM,2026-02-16 01:31:41
59039758-484f-4d34-b511-b92838454911,customers,293e9731-48e9-4737-80f0-39318d0d5d52,UPDATE,ADMIN,2026-01-19 22:53:39
c4d9702a-55b8-446e-b03d-ec53ae0879d2,customers,39e83f51-ac0b-48b7-ab05-0360e77f71fc,DELETE,SYSTEM,2026-01-17 06:07:32
051cd14a-908a-412e-aaeb-dcce8285adec,transactions,11483941-891b-4d1b-802d-764cdd377689,DELETE,ADMIN,2026-03-17 04:23:25
16bb2c2f-6dc8-4a2e-bb17-97bb32451a6e,customers,a62df307-fb96-4d32-bf5d-3158abb6ee9f,DELETE,ADMIN,2026-03-12 01:24:50
772dd0ea-4984-429f-8508-3fe9ed17d858,cards,25dab450-7266-402e-9ce8-4cca34bd4a22,DELETE,SYSTEM,2026-03-08 23:18:40
2067468a-0003-4e39-a015-2cba4c349621,customers,2ebcb803-eab2-418b-876f-271fe02225e9,INSERT,SYSTEM,2026-03-11 12:27:58
af6070aa-1824-48a0-b78d-a65445cf7d70,customers,2366666d-b28b-4e86-8e30-7f2a9a8cff63,UPDATE,ADMIN,2026-06-12 02:53:38
9e2d2afa-5b4a-451c-bc39-64149f380f09,devices,f6c38ffe-dd5b-41a2-a980-1963da90ab7d,INSERT,SYSTEM,2026-02-02 19:04:30
ca47c72e-cfca-40f1-9097-b7225c7e91d9,fraud_analysis,b5fba675-996f-431d-95a9-50a930668a3c,INSERT,ADMIN,2026-06-21 12:39:45
cd6dfdbc-17ac-4d0b-9ca0-3d155cc1c59b,devices,bb53b446-cad9-46fe-b4a1-a00c5b5d4bea,DELETE,SYSTEM,2026-01-24 06:25:07
4195fedb-613d-4ea2-9308-8ef4294d3d24,devices,dfb3a3a1-c1dc-41da-9f75-434c8a45c31a,INSERT,SYSTEM,2026-04-25 08:43:36
6e433b35-b30f-4565-8780-c67c8d4a9cfd,devices,238696af-829b-4519-9552-99cb666477c3,DELETE,ADMIN,2026-01-24 03:41:26
755c601d-ae54-46ba-9d50-bc7cf6fba18f,devices,3a998f3a-cd05-43eb-b862-0ecaa9b9ac0b,DELETE,ADMIN,2026-06-07 21:00:10
e7ff09dc-5e9e-4a67-9e8b-c6f087848e65,customers,170a499b-4de2-430a-af42-8d83b6fe87ab,DELETE,SYSTEM,2026-03-01 05:23:35
bf2b5d23-1dc3-4330-8083-45bf44c3f4cc,transactions,53b29442-ac36-4df6-9d10-07acf3efed70,INSERT,SYSTEM,2026-06-12 21:37:37
e629a9eb-1891-4c7c-9647-cd812ea51726,customers,384b7767-ae34-414e-80e1-d6d7b48f3784,DELETE,SYSTEM,2026-05-02 06:14:46
3e31f6ae-2489-4a73-b146-9478ba84b26e,fraud_analysis,81cca5a1-fb9e-4bff-9f12-aa31902af6d9,UPDATE,ADMIN,2026-05-02 20:59:50
8eafdcbe-433a-4112-918e-1fdba59fb21f,accounts,3d8da27e-7ef8-4d57-ab12-998f701cfd51,INSERT,SYSTEM,2026-02-12 10:44:20
55be7c04-71f5-4104-ae9c-043cefa3a036,fraud_analysis,81851d5d-24d1-4743-95eb-510965f9040b,DELETE,SYSTEM,2026-01-02 18:58:34
05dfe6ac-3129-4629-be65-830b5b1e39a5,accounts,bcae5c64-72c7-47ee-ac7f-3ca308fb2238,DELETE,ADMIN,2026-02-09 00:19:40
abf9777d-fdc6-448a-9b59-084505289746,customers,e9604555-7859-4ec8-9ce0-92cbb95ff1f5,INSERT,ADMIN,2026-03-15 03:37:07
69cb633d-83ed-4392-9af1-0bcd767148fd,cards,e725354d-9e82-451a-9a44-d2046abac999,UPDATE,ADMIN,2026-02-04 13:38:49
f2bdf14a-0e8d-4a32-8693-d58a24b2e84c,cards,1535908c-162f-431b-938c-122f3eedd889,UPDATE,SYSTEM,2026-04-11 22:58:37
040e4142-e038-4b99-bef8-994325f43ae8,devices,83267872-049b-4053-a276-f9ba1378972a,DELETE,SYSTEM,2026-03-16 02:27:46
d222640c-9fbc-4bde-843a-6f7d015dd36f,transactions,1069d017-2bd2-4664-8591-431d9dd78842,DELETE,SYSTEM,2026-04-11 04:50:30
e8a30bb5-5ccc-4f13-b735-7b6b1ba5e5e0,cards,65e640a1-eaeb-4cd6-ab96-429cf35fce4f,DELETE,ADMIN,2026-01-21 19:06:12
09bd2d34-cbd7-455a-91ad-33badf03b9da,accounts,f150a340-2fe0-449a-9bb8-407d412f64e9,UPDATE,ADMIN,2026-05-14 17:43:21
41934708-ddb1-4b39-8b4f-f7855e38cc44,devices,5f9efcf4-51cb-492c-a4d6-eae0b00d54fb,INSERT,SYSTEM,2026-06-01 11:34:55
7dc1ed86-f6bb-422f-a56d-4f63726e360e,transactions,227483d0-79ac-44d9-9ee2-4c9504b58e2a,DELETE,ADMIN,2026-04-08 21:57:53
5c5f209f-9717-4602-9f0b-29b211a5b503,transactions,cd7b5f05-8203-4a06-83c0-5894e2f3ae4d,DELETE,SYSTEM,2026-04-26 06:48:08
5322a2cf-82c1-4740-b636-5e7216c7fd08,accounts,f022359c-2f97-4ca4-bb9b-5a36debd777d,DELETE,SYSTEM,2026-03-04 07:58:55
7ae42c43-696b-4e5a-aa9e-77901ac8c2f3,fraud_analysis,7db61c8f-cad9-40b4-9cad-50ece427375f,UPDATE,ADMIN,2026-06-15 22:39:25
6e953e86-32a9-4ac1-8aa8-1199cdf26bf6,transactions,b298086d-3a01-48e8-b877-a23ffae17ffb,DELETE,ADMIN,2026-01-12 01:40:10
28d39dda-f5e3-4908-8b03-9d72badf001e,transactions,4124a9c3-158a-4f8e-be06-ae848bfdf866,DELETE,SYSTEM,2026-03-11 16:40:59
08065b1a-7236-4165-8a50-daeb0cb057d0,transactions,6e1370b3-2430-465c-9fee-e08aa5892cca,DELETE,ADMIN,2026-04-26 04:38:02
f127bbd5-ae01-45be-8e56-c0bd5d5e8b3e,accounts,4b9d08f1-a0a5-4b54-8597-ab041322c049,UPDATE,ADMIN,2026-02-27 11:28:41
d747fb55-7def-4fbb-bf28-635e8316e0d3,accounts,5a31f803-a1f5-4f29-ad67-8ba8273f1b31,DELETE,SYSTEM,2026-04-01 17:15:20
e5e88c52-8b53-4172-b036-2328e8b3bd19,transactions,ad30fb98-0683-4f56-9a7d-e9fbc8eb7c52,DELETE,ADMIN,2026-02-12 00:18:43
362f64f1-4778-406e-a619-a7a659f2ba66,cards,a83c3e41-acdb-4724-96d8-7f71652c6507,INSERT,ADMIN,2026-04-07 22:10:09
170796a0-cf34-4944-8cac-2818d6d33f10,customers,ac053c30-5fe9-407b-b31e-4969fd95e0a1,INSERT,ADMIN,2026-06-14 07:48:46
917c580b-659a-4a0f-b00b-43b638fd5f64,customers,71b90791-7089-4ca3-a0f0-4a9d3ce8afd9,INSERT,ADMIN,2026-04-11 15:03:19
916dad8c-970c-4591-96bd-b357d9a06c87,cards,b42290f9-4aa6-4439-a81b-ff1004c9ebe4,DELETE,SYSTEM,2026-05-29 08:13:13
4240e260-2b84-46b4-9965-7e6b22939fa5,cards,26bf73f1-6a40-4a5b-8603-f6138b9286a3,DELETE,ADMIN,2026-05-15 08:16:56
5134c6ed-ca59-4ce6-9857-390e9890e7c7,accounts,da1ce516-f343-4ba3-b273-a06d606219b0,UPDATE,SYSTEM,2026-01-08 06:15:05
