device_id,customer_id,device_type,os,browser,ip_first_seen,last_seen,device_fingerprint
d79f09a2-28fd-4195-a67c-4edc473cd44f,eb07f71d-5fed-4701-9252-cc672c04c6d0,Mobile,Android,Chrome,67.211.255.59,2026-06-09,6199a46bfab2e045dbeb2baa74ad2f323d5959d97bda1d0eabbb4a009a2e107a
5c408565-eca6-4237-b4c6-1190ecf93269,78fe165f-d86a-4d7c-bfa1-9c608b1d0311,Mobile,Android,Edge,197.138.34.93,2026-01-24,e364718a6dfc269feab4860d4933485e947a1cfa305fa565f2ff694c96e141f7
cef552f0-be5e-4cc7-a9c0-3d85b8d11406,a22500cb-1f86-46c8-afe4-750b3a2ffbd0,Mobile,Android,Edge,64.44.169.250,2026-02-13,a983eca602e053d8809bc9cf6a7fd8420c6cc95d5441a643aa7affc881bc7a66
640a5ba3-a245-4c39-8414-5baaa58624b7,84b72b10-9b14-4f64-98b9-6510cc69f808,Laptop,Windows,Chrome,60.76.74.159,2026-01-01,44bcb21a020a37045774805d97a546be26686f3c9424be91f5b70e7213d72505
9a2cbc09-c756-4f2e-80c3-d5a1dace34e2,8bac0495-94e4-4790-98c7-d94914e7ed4a,Mobile,Android,Chrome,187.174.96.103,2026-01-01,811eaa2c855a1528f2ae37f52fefd977f92783662afa222a92042fbc323d1bf4
e990b692-d4a1-4fb6-8d21-b768e5940b0e,d8351268-daba-4c82-a248-9b29324bad71,Mobile,iOS,Firefox,160.161.76.117,2026-03-25,3e85d11e281c09a71bd9cd4b91bef67cf2a32b04ba6751765cb750f99b34ef81
cc28e86f-b2d1-4b5a-9113-018002b46b9f,4ad9c122-4a36-4665-ba67-412c24b02785,Mobile,Android,Chrome,143.224.113.207,2026-01-24,548b32cf0d12dfe5a5c08cfc990ecfbbceff307ba10fb770b8bf7f31e479fb82
dcb7aa57-6f13-4464-b232-0f0527b312a5,b31f705b-a3f7-4e89-80ca-37f8de751e48,Mobile,Android,Firefox,4.154.144.143,2026-04-17,0226632f70bd01be057e014a4ee33f16eb68931b770239bf14ce1ea9b844f986
a2fe5c0b-64fa-488b-96e4-a53cdfa998d0,296c5b97-2d45-4c1d-b618-b2265664a8ad,Mobile,Android,Chrome,94.191.113.145,2026-05-17,d77c458625eee2abb9b78c0a4be3e2261932594cee5612854bde57e132c42ceb
d2f4e827-94a7-4623-bef7-eaf1d08d08ea,cd31ed66-d639-47b3-bcd1-f95704fb0e68,Mobile,Android,Chrome,97.65.252.69,2026-05-27,86b8411d5e4e85c81b990afec58ef52232eefa56c064fa6c5581d575b04946a8
a6903c9f-26cd-4008-a336-b2e6929d6295,50ede62d-af40-4231-9236-3c7ae630f45d,Mobile,Android,Chrome,68.50.166.163,2026-06-01,fcc082c2fe0c5bb16289c190505067a71820209731d8ac32e2c9b896e68d980d
da15d551-39da-4646-8ece-89896cc7dd9f,2689ccae-a7e6-4560-a292-3779abf394ce,Mobile,Android,Chrome,148.40.118.140,2026-03-27,e9d97ace789b1077d8531993621e6267080b425f84dd6b4a7310c129ee19a20c
617cea21-6f5d-4e81-8aa7-2513f83d3ecc,ce7a1389-6d8d-4f98-992a-91f17c6a55e4,Mobile,iOS,Chrome,23.155.189.144,2026-06-09,081418c56621ce0ceb9b778496daa960aee6d26db39796256e9894755305b570
c86422dd-fd33-4e32-952f-03905759ddab,4b967438-5c20-4bfa-b3c9-da1d18c6d2f4,Mobile,Android,Edge,98.248.176.56,2026-03-21,3ff4e9a9e6016bac50190dbea100ec03d32b168a8fb53d30fbb53ba4392d5a29
2a3884c6-3c33-4326-af0c-e0c6b8778413,bb0d30e5-05f0-4d0e-9ff6-06f4e68cc4c4,Mobile,Android,Chrome,81.138.18.108,2026-06-03,77ebc223484ff30b60ce3e7a6b7b3c5e9c64a85aad39984321446372d82a5c33
904dae91-81f9-412b-ada1-d4ea73dc700d,20b02146-e1ac-4246-9f79-292d712d01c2,Mobile,Android,Chrome,79.129.120.157,2026-01-27,13e2e13c9f4c2fd5a514237ce5da17e8839e32bb43df1b1440ffa67a245d7c73
ecdebfbd-0394-412e-9b2d-ef75e08068a9,7f6d0cdc-0bf7-47f6-b978-59794cb15550,Mobile,Android,Chrome,86.25.239.207,2026-03-07,fc30739b3f0734a65ed0a3c5ffde8218f4195890303148447887ed080d8c4419
c869db65-76d9-4974-bc2d-ad9ac4f8c828,7a262b4e-996a-49a4-afea-c6f6d6150e2e,Mobile,Android,Chrome,74.24.221.58,2026-04-20,adf411665141aea778f4ac79a159e0586c9412f4d78c395245cbcc990ea33439
be1e8c58-c9f5-4c6f-9184-30c0c0a7d8ab,c251ee4b-696f-4bf5-84b1-d198c3ae50c0,Mobile,Android,Edge,221.17.47.61,2026-03-08,3dad3eca3e1ec66dad2e7466c6ef1b8edbc114d212eb91469e9f1504aee34dac
888efa8b-71aa-4608-8a1e-2352052aae70,de514ee9-2da8-462c-8e6a-fa69b5ae4f1b,Mobile,Android,Chrome,2.207.1.243,2026-05-24,de5e96423cdd6465330bfc861d8a9544024bcbe94efd8cfdbee27d202b533b68
49e675f9-61b1-43af-8912-ecf639bb4fff,8d29c1ed-2913-4988-95f2-184ed76b9be4,Mobile,Android,Safari,61.161.102.189,2026-02-20,982a8a1b30ede9b904b4362bd4b399fa782f945209bc257e541c5829bbb40149
5c0788f4-ca35-4939-8041-a0eb7d66ff91,a88c2273-d180-4a1c-a799-bab5c1ceb5b0,Laptop,macOS,Safari,168.28.165.211,2026-03-30,90dd9ec52dd4305a26e426ee0f2fb7fd4b91f157eb731986d4390f9bc9e85e52
db3058ef-7b3f-4933-b938-9dd93ba2e1b7,be8ac1a1-00ef-4033-8e91-51981d5130f8,Laptop,Windows,Chrome,207.199.114.14,2026-01-30,2d609a205f198ff763e47cc1228f196f730fac7d2add49fe4096288849fc28c3
59017405-a370-4537-b2fe-8c0f4dc8a43a,4b9b5526-7db2-492e-93b7-0a74bed0ba39,Mobile,Android,Chrome,36.23.253.61,2026-03-19,0273937ccc2c63b92e97dc6c60d386b7b24b0a6529fe7f25e65a898bd5e8848a
494abfe0-55b1-4cee-bb43-14a586284a64,6adb8c01-a4ee-4dd0-9b09-120214f2d909,Laptop,macOS,Chrome,121.106.241.104,2026-04-11,7b39b281202370448cda147aa35698609264d226a793f8f59773ffd1553558ae
89bf1fcc-0e29-4d37-a644-ee05e340f6d5,9e8b4553-e78c-4ee7-8873-8fd43ea8a9f4,Mobile,iOS,Chrome,40.142.89.207,2026-04-26,4006b9fab1f24eb82b3235cf31f36bcb4b93c2662b334a974b6984b8bce9df9f
f472c31c-5eb8-4a2a-afc1-69cca8ff5c6e,6240c960-bcd8-4bfb-8083-2fa23ce9f5ce,Mobile,Android,Edge,161.250.231.20,2026-04-27,635eb7631a9bbf6f5475f897d1c550d2deb764c4a589981bd701a8c40a7127d8
af54b0de-673e-4f95-8106-8668b01f39f9,3124cb45-c7db-492d-9321-b2c4afcbd569,Laptop,macOS,Safari,159.252.7.87,2026-03-07,e49792ce454cba49c1ade5d4de5c0a392f104b3bd5a443adfe443d259b737029
7472d2ed-3cd3-4649-bbe2-b6e087402dbe,8620a726-583d-4702-816a-b8eb43e3a8f4,Mobile,iOS,Edge,17.63.69.123,2026-06-01,2424f3761682c5a251e2ea8de2a796161100ca1686f27045272cb1928e7fc5e7
3b5162a9-2825-4756-b4fb-8f56c0d155b9,7abd1d77-9c30-48d8-a428-085ec29ffd5f,Laptop,Windows,Chrome,152.49.139.246,2026-04-14,d0b6eb380300a685d4dd702cacc73d3d262e6a50ef8c432a100bfe056db3f20a
c7301897-b89f-491d-965c-20a983efb1f4,7a262b4e-996a-49a4-afea-c6f6d6150e2e,Mobile,iOS,Chrome,48.106.93.45,2026-04-11,c5431cc13f2c46d47b61695e9a19a85fe4741a6d4a36246400ea1c2904f71e08
d1945469-e652-4588-bf0f-35cad5c2f534,9286f594-6eca-4671-99dc-b570f6098956,Laptop,Windows,Safari,92.252.7.83,2026-03-24,7410b9580782f9ba743554d929a02d628803bb29dd6876dd1d42dfa2e2db0d81
d7695670-39dd-40f7-bbe3-996e8d270b1c,6ae6a0d2-2d8e-428d-86d3-8a33a0bd28fe,Mobile,iOS,Chrome,38.14.185.180,2026-01-03,7d4e92dbc61392f7e93e6120703c149654b3f2ce042930e05916cc82dc655b4a
954cebd1-829a-4de2-b932-981692ea7262,5a80d63a-8ac8-42f3-9f81-fd079db6b06e,Mobile,Android,Chrome,154.216.215.68,2026-02-22,453a84f7bc1e3c55fc0b3f1c52ceede19914fe8397fd9b9be08632ac6eb7c965
53206a6c-4a0f-4385-aaeb-f62f50f8cbf5,6b4ab0fe-82aa-4cdf-9d74-44285714d590,Mobile,Android,Chrome,95.88.227.145,2026-06-14,aae430eba6d19e16288347f3ba87cdbe51ca7d2d8d02497f0d47a7736101e13e
14e18c43-7d38-4a4f-a516-a150918f3ea8,1ae6b8f2-3b31-4fa0-b201-91cccb1e7f49,Mobile,Android,Safari,89.162.228.146,2026-04-05,1f1c2fb432066ef0e9047085e05a9b976b31a7a1605c73c50af0821b95c5dae9
e34ca367-a8cd-4c3c-9505-f94550f541d4,54f08e47-5dfb-4b19-a676-877539cd86ba,Mobile,iOS,Edge,195.190.124.1,2026-03-21,d1e60315d71e244bd43890535530abade21e782ada7623e5336cccf32cd11fb9
ff2bc093-8e09-4d7c-8874-9562fe376431,9ceaa9b8-8ac1-4d00-a8e2-d01ecef68734,Laptop,Windows,Firefox,25.68.62.118,2026-04-26,d06e9389f6ca973afcf61c4057ae3e1e891bc5264bf9a1549b32611359098d48
ee4f0f9a-0a0c-487b-88fb-ab9de3b6d123,0e8d09bc-a2d1-436e-a234-afbc95c205e3,Mobile,Android,Chrome,84.201.15.173,2026-01-27,d4227a4961e83ca6a3ae631df5c3e6430858c6860f65cc57c8143c589717c060
3bb329a7-5c78-4e14-a815-fb7fc0975f4b,af7b5ff6-203a-4a33-b49a-a73e51cc494a,Laptop,Windows,Chrome,94.90.142.85,2026-01-28,24d061769ab0cc3355a3676538837ed4adc7f28e308af787b398675e6857b2ef
bb2dffbd-3024-4ce4-8b76-42c603aa5416,8602a9c3-c9b1-4314-a22b-0e4f817bdf1c,Laptop,Windows,Chrome,133.186.70.160,2026-03-21,c47a849ecb036dafabfaf0b04b27723185a9c895d05d4e7b3b577117168c8cdd
690c03ba-2e50-4b79-9537-63b4f3e40f29,8b9184ae-c237-4840-a091-8cce5ccf0f6e,Mobile,Android,Chrome,171.228.106.68,2026-01-21,e775d5889cbefb8816b20fc613ff9d3ee17cf4d149c08f45daa6960aff8b7c67
d3fa886c-9433-4f9c-bae7-ff6edbacb970,d76e640e-8b3d-44c0-aa3b-1a1cce0309c6,Mobile,Android,Firefox,9.190.110.86,2026-02-16,3508efafd1aebe7fe4c83917881717206a0a6e3afb5c26ba45e4872d665d4bb7
9109f1d6-0a1a-4f14-9986-6d3b7032c456,0bd0b8e9-3a57-45b0-9361-b4e81117ff00,Mobile,Android,Chrome,7.13.180.205,2026-02-22,95a1f2c272cd555112c74a29c672f0cafac5fab5474c5f4fd1ba3a686ea669e0
babf447b-4f23-403c-8bcf-99f730f7083a,c8323f66-c97f-43db-b3b2-851414742db0,Mobile,Android,Safari,174.160.112.200,2026-06-09,9a9f57c020b5b6d7868c02a91cd69d9b0e57d1dbd3d5520d930587c31483efc1
dd64f102-4820-4b2d-bba5-1da68157ed2f,e2751dc7-615f-44fa-addf-4265777eef6e,Mobile,iOS,Edge,176.154.14.12,2026-01-19,ee8507d79f5bcde49a6d30076c1e69dc58d2ec65047eaaf93e7add8e898df194
5cc549eb-ef2a-400b-84d0-9b126028dab1,68cb3222-d80b-4fa5-9a63-0c49d223c243,Mobile,Android,Chrome,219.165.160.89,2026-03-22,8f8b3f32560d188bacc02894140f7446194ca987e1fea1181dcf3e56688cba9a
cf77dcd0-8271-44a4-bc4e-31b3ad76ab98,7c03566c-e385-41df-8d76-5d7da530405b,Laptop,Windows,Chrome,23.207.167.161,2026-02-28,d7ade3e062f719644c11c5f0955339e93f24bacf5e59ef49910161daeb3a0312
7d133609-4db8-4b3c-afc9-7cf1afeb4dc5,f00972d2-1a20-4d45-9557-282a37b5e281,Mobile,Android,Chrome,107.126.246.71,2026-04-01,3e188ce31512f58b5d5c1afe972340d00c59926c11cb8ba7e4aedceae2d77b02
fbd1d35b-4ec8-4241-b944-9b300d9aafcd,218655d5-6fb1-4c5d-aefc-217f66181825,Laptop,macOS,Chrome,160.210.5.125,2026-04-19,d8469caa8198a603b64ae9f851e0ed89856202b1cd0d6b39c8ed58aaf252c99c
c0bbaeae-f4dd-4c2e-87fb-485f8e78fddf,3522ce25-7d28-48ed-b026-6256d58b3934,Mobile,Android,Edge,32.212.48.219,2026-02-15,2854b4d5153aea9177f98b6953b38458bbc217bd6e70eef59a623e8994ec6c5a
5476303e-4a95-423a-95f7-95b0aee6c8b2,af7b5ff6-203a-4a33-b49a-a73e51cc494a,Mobile,Android,Chrome,128.63.17.199,2026-05-15,1a575de64db67d27d35455a7a72d7292f4a2805944563e3da604adad3a97adb9
9d95f77d-23b2-4fb0-ac87-b095235719cf,9b704341-ecf0-4a68-a211-10f094ba4761,Mobile,iOS,Safari,183.98.225.246,2026-06-04,9be383f45a415f7fb6504bc57a949b4852b229daf7d6d59e65afadf67b6c9574
159500f5-554b-45a3-8ea9-7b8cfff0f226,be8ac1a1-00ef-4033-8e91-51981d5130f8,Mobile,iOS,Edge,29.201.3.248,2026-04-05,f12edef3841ca751cfb12a8f7918a32e8fa90c8c9d381a7671b5770d334a8141
2a927773-04b8-47ec-a055-c5927c8bc4b0,1a1e3d42-25d6-4ce4-a4c3-9dfe6b7b742a,Mobile,Android,Edge,212.52.50.161,2026-01-28,2878f0fbb184d9b56d181179120a2db70a6d6c46274b1d5a7d96c2a5658ff930
45ec64b7-45ff-4e0f-b375-9325c5ccfe92,13d113b7-3d03-46d5-ae55-9fcfa91b6c01,Laptop,Windows,Edge,166.71.5.227,2026-02-02,89c75d2bf0a46c4c6fcaf8e59522e232a60048ecf4c9f60a342ad9b101ddb2fc
7d0cf6e1-3e38-4e4f-bbfd-67c587879d93,8d269a9f-bb06-4da9-bf99-1c4d553b9ece,Mobile,Android,Firefox,21.157.93.240,2026-01-21,b192739059f8fc740162be72d5ba747dba8d88b06d1a27214fd64c9a4df06d8c
11a08217-4d51-4af5-875a-6bb06cc2863a,16eef6d4-72e6-43d5-a82c-5864827732f3,Mobile,Android,Chrome,142.219.177.105,2026-01-08,c29d381d075d70e6e37d10cae5a583f21a9fb10ed62d18c47203c14ca886befb
80f35fb8-9d5b-4542-96a5-ed94911a7af2,c50fe46b-5ab8-477b-860c-2355ee938ac4,Mobile,Android,Chrome,126.70.214.72,2026-02-26,7646a0c96f0b1ad32de43367f6d90573b7af41f18b52b311fec75f7a27a0dd6b
f5fd515e-ed20-4e8c-b1dc-45e4cce1c2a1,7feb449c-ffcb-42e3-a795-0671f7a288d8,Laptop,Windows,Chrome,213.0.209.236,2026-03-20,6194be1a5dbb1516e976d2ff2a6fbccc08054b56188215d1d172ae571d890746
25d4eee5-4c94-40db-97f5-c796e4e2d26d,fc82d0a6-e4fb-47d7-b8bc-0db1024e9c5f,Mobile,iOS,Chrome,4.81.143.41,2026-04-05,23aeb91e5f0e7c6ebe2d52c5535bb847105922b74b279516c00aabd62a17dbec
8c07ae3f-0d17-4735-a24a-f7bdba843525,d2774e6c-6602-43ba-9c12-7de01ddb7e11,Laptop,Windows,Chrome,26.228.49.130,2026-05-06,0a3d7cace9dba772473ddde7a24e25015eb27643f3304211666d5cc3f1c92ad5
8c40e274-7d08-4dd9-83dd-8c04d6adf702,52872f2a-3762-4185-aaf4-445e25a54181,Mobile,Android,Chrome,110.15.89.134,2026-06-09,0a9dbe52563ceb8a603772bc5baa9c6af7962e27ca0508b8a0a5601834ac96ed
3aea6cdb-a39c-4970-8733-698955546c02,ebc3f31c-09f5-41fc-baa8-946abc5163d9,Mobile,iOS,Chrome,100.55.80.50,2026-05-21,0dcaecc0a76dede949992edf00e422476607879487f5352314132e9a94d7fa20
81c952cb-35f8-4dfb-8698-0af05a2ed9b9,9a4c5890-307b-467a-b6ed-e71884a85966,Mobile,Android,Chrome,203.50.199.246,2026-04-09,915e75d3b6a40ef0020c367ed3c3f40ab854ba9a6a225c44c194149466ba2baf
d0fe8895-db11-403c-8076-94cf53c19285,b1132b81-5725-419e-86a8-6566cfb2701e,Laptop,Windows,Firefox,177.208.136.56,2026-04-12,3c4709363d8cc0c19d48a46eafac99afb691686f3566d8dce081d0db746846f4
c7c19cc8-6545-40ff-be5e-633e1f07150f,6627af75-3b51-4001-8e3e-56a8b7b151fa,Mobile,Android,Chrome,178.169.21.202,2026-06-08,583836503c54315587b5a994a3df75da7974db320a53d030edcde86bda5195d6
426b0fc9-6794-418f-b72d-3dd7ec9a2200,1e578a7b-cc1c-456b-9fd4-dd64052e791d,Mobile,Android,Chrome,137.31.138.132,2026-02-13,84b950c4ab99bd20b6fa697a7d03899261ef6ce72b2c2103153e1cde2e6e6d25
f4d07613-da76-4912-985f-cf25272dfd2f,b1fce50e-0f78-4a73-8a30-8603693f0d54,Mobile,Android,Chrome,3.179.229.232,2026-01-12,8fc5974d5f49b00f81597155def3f22291a3887fa96aa9c8bead5930d1050eab
63d2acc4-170c-4cea-8be9-7b116a379f05,cb37e696-0433-4474-a040-367649abbeaa,Mobile,iOS,Chrome,59.112.132.171,2026-05-03,5ddc03c5d022eea482a4d6c61c8585bd0b37aaeeb026dc12fb2be3a08cbcc917
0357d3b0-8f19-4621-b6ff-3c239fbecae6,f441e4eb-0b9b-48c5-8384-d03885bfbb39,Mobile,Android,Chrome,147.124.68.189,2026-02-12,2f80b75d84c7fbf1e86b2263ea2687b730b5de9daf1f5801dbe087ddc7a5a94d
89aef2ba-d692-4f91-927d-39e3d240f0b1,e0ad0713-ccc1-456c-964d-fc8233040248,Mobile,Android,Chrome,205.198.68.159,2026-03-10,9a8527e6b6b101e563f8fe890a72dcdad8cd635ce8809076d8c00d3bee49757d
73913f15-95d7-41d5-a9fa-689e4d1c7604,7c51631d-a95a-4d6f-9abc-386bb581731b,Mobile,Android,Chrome,171.247.138.191,2026-05-08,0349d0f261efc9ce808539bf36723f016fac4ad990a26a9969b2cfa0f9de4206
d0cfe5c7-21d9-4472-b24d-cb99baa460e0,24477fd8-e2b2-4161-a9e3-57127e696874,Mobile,iOS,Chrome,176.112.189.161,2026-01-10,d013dbc7e1b8f3b704e2fc3050d2722b3e8ef8689699b7f961531173e8237bb9
3a1bd4b1-3084-4161-920a-52eccf157a45,cdef7168-eec0-4b31-a35d-92ff54267353,Laptop,Windows,Chrome,195.141.57.22,2026-02-08,407704c08b5b12fbe9883ee1529734641288993a7ae645b11283cb755b01db24
fe64dd57-159a-4b57-acb9-2a39d735c329,7e719de1-307f-4686-8d0f-432e01c4f286,Laptop,Windows,Safari,223.34.193.62,2026-05-15,d04427a781fbddbd73fe764cd02206e856d77b269442dfeebab0cec3862b59a6
ced2a11c-53d0-4f40-8903-56abf5e15d33,2516b3e9-30c8-463d-9624-295737b1aca1,Mobile,Android,Safari,148.211.167.113,2026-02-23,a430f0e9f270701437a614a5ee57b2ba92d3824ad3ff77fdcec03a3c048afeb4
e24c0e34-5b6d-4759-8597-ed911c967845,560f6eb3-11de-42bb-9314-8fc7c9e90e96,Mobile,Android,Safari,179.170.64.46,2026-06-18,c211a067f66b382f0e193ba379701878705e82ce6a60cdf73ca878fd0257450d
