leg_id,transaction_id,account_id,direction,amount,currency
fbc14a40-f4de-4845-8d39-38700d944bc8,ea375515-3f2e-40e5-b982-6216651fa7b1,e4719959-0673-4cdd-968e-fb34b68cd0ab,CREDIT,1140.92,PHP
199d5fa2-b87d-40e3-b82d-b973ce9207f1,f5cba16f-06f0-407e-a300-2a6a7881ac58,88acab5a-7789-4512-b8d5-5de055e40491,DEBIT,1386.84,PHP
f810a2b2-6818-4704-a443-5c4ca568838e,f5cba16f-06f0-407e-a300-2a6a7881ac58,ded776f7-436f-4b8b-9108-58716cdf19b9,CREDIT,1386.84,PHP
16d0f280-47cb-4bb8-9165-062ff8fb9f56,ab1947a3-9ec6-4baa-8ea5-0f82f16a344c,2b752abf-a4ae-4ca6-8e48-2eda906a74c4,DEBIT,1036.38,PHP
4ea23b98-2fa5-46f2-996c-d698c0ad7975,ab1947a3-9ec6-4baa-8ea5-0f82f16a344c,81b4e567-677c-43d9-997f-a3bc16b5ffda,CREDIT,1036.38,PHP
601b395f-701e-43d8-ae74-504dd444bbc9,e7ad0618-e957-4e69-ab25-753588b98e59,fd9d42a3-5aea-4197-80b8-b040773cb823,DEBIT,10533.66,PHP
c4566838-c1f1-4d31-a640-18694e4ba9c4,e7ad0618-e957-4e69-ab25-753588b98e59,acfc8276-3357-4524-9d14-9cd9d580bcff,CREDIT,10533.66,PHP
b7a4c61a-d87b-44c7-b8ab-7994148f8c92,d376af2c-1465-4947-be11-15e252d5dd7c,04f20088-6000-4f57-9bfc-dff77ef59d06,DEBIT,264.7,PHP
3df8a48e-4bd8-4890-a24a-38d83e684c85,d376af2c-1465-4947-be11-15e252d5dd7c,ac2fc2d7-755b-439f-8a5a-ad4610eaa918,CREDIT,264.7,PHP
f55cc59a-ccd2-4e78-a8a6-4c69eec5a56d,357cacd7-7b5e-4c4f-9189-98ae3d5dc2a1,e59fd14b-51a7-4731-bce5-e5a87871e064,DEBIT,210.04,PHP
4e458c47-1a19-432e-9ea1-979b670930d7,357cacd7-7b5e-4c4f-9189-98ae3d5dc2a1,bc776432-230a-4891-a129-3196b9cef079,CREDIT,210.04,PHP
63dda9b9-5280-4f5c-ae9e-e1555fa241c5,bed00509-70a0-498d-bb7e-87d2b5fcf456,c1602e0d-7974-4deb-b193-726701ab0904,DEBIT,1598.45,PHP
3ab78a9d-afc1-417d-bb12-d1ef2898601c,bed00509-70a0-498d-bb7e-87d2b5fcf456,c8e5c26f-b3ca-4a28-a68e-5c468092377f,CREDIT,1598.45,PHP
9216c358-3cda-4c19-805b-708a9043b216,6721831d-f9fb-46c0-b37b-d75e19762654,48103dcb-2289-4dfa-97f4-b4989bd326ba,DEBIT,14371.86,PHP
72fb770b-f0c3-40d6-9742-8bf3e76b8907,6721831d-f9fb-46c0-b37b-d75e19762654,5944d863-e612-4db4-9387-9bc0c366b3b2,CREDIT,14371.86,PHP
edc3fcfc-41d8-4a8a-9f33-11f071dedd7c,3f3d60be-7105-4b40-a640-63cff8045217,470634ba-e451-413f-98e2-fa77416db4e4,DEBIT,90.32,PHP
988d94e3-5197-4f69-a780-52354076add0,3f3d60be-7105-4b40-a640-63cff8045217,4378ac1e-b8a7-4db2-8658-c9dd6d7610d3,CREDIT,90.32,PHP
bd5942cd-e607-41f6-9c2c-6c7d1c22a54f,695d39d4-f309-4b64-a3aa-0ef1559c810c,305c6767-4618-4e10-a2ed-f642648bb818,DEBIT,1065.02,PHP
a468f642-652d-4cba-a639-d339badd1bec,695d39d4-f309-4b64-a3aa-0ef1559c810c,5ec5861a-2619-4c6f-a971-5d6a46781317,CREDIT,1065.02,PHP
eeb0e717-9b73-4e7d-aee3-d1e7bf0d98a8,097a3958-e002-48a4-adfb-d2cb3f995792,0e4794fb-0fab-4ef4-9e2c-d844b9f0b0e7,DEBIT,524.26,PHP
b775a99c-2455-4129-abaa-1fce924388e7,097a3958-e002-48a4-adfb-d2cb3f995792,1a4acb76-4ae5-40aa-87e5-42d060d3dc29,CREDIT,524.26,PHP
4415f590-4f2e-4330-91fa-d6e16ba4c476,dbbbe75f-1b1a-4438-a428-ec9a3489f9ff,8d7dfefa-13da-4692-81ef-536969455cb0,DEBIT,2949.48,PHP
bd202e12-3a7e-4134-a3b7-5972d34be028,dbbbe75f-1b1a-4438-a428-ec9a3489f9ff,e1c79c7e-07de-45d7-a391-3b4e7a202f52,CREDIT,2949.48,PHP
9e1b0c5a-b698-43f8-b568-9e850ba6bb5d,ad5b5861-2404-4974-8dba-3139c26b53d7,fd5b1fa4-3ad9-4cde-807d-241d886fbf39,DEBIT,6864.39,PHP
40736378-ccdd-4928-8f87-cffce0d8d273,ad5b5861-2404-4974-8dba-3139c26b53d7,9dcb7217-d1e2-4899-b8d2-f7773ac54bb8,CREDIT,6864.39,PHP
c1119b84-e0df-4c6f-b40d-5ef183ea37b1,59b23495-5e1e-4509-bc84-0ff67fc8eacc,dc917f76-9028-4760-bd8d-815d6b6a097c,DEBIT,4041.21,PHP
d6838fdb-406f-45e6-9423-ea3715cf2ebc,59b23495-5e1e-4509-bc84-0ff67fc8eacc,2599db20-9668-4713-bb19-d7d8b4474bbe,CREDIT,4041.21,PHP
d94ec358-6d2c-44e5-97b0-7615a61bdc59,bf862bb4-400e-4932-addc-22ee909f5df1,2bac28d2-0a2a-4019-9acc-222fd15b1a3c,DEBIT,3632.82,PHP
395681e3-1587-4b94-b24b-0dd85c047dd3,bf862bb4-400e-4932-addc-22ee909f5df1,6894bf42-ffd7-4f4b-b9af-5ae43d5b3f1c,CREDIT,3632.82,PHP
a7c9e6e2-3701-408f-85fc-ae2c279a995c,07165f1b-a8c8-407f-bb29-4c0ef0d68923,78c3a4bf-9ed6-417b-abd4-9fe7caaa35fc,DEBIT,1111.91,PHP
302dc318-4886-4ed2-9097-87f4805677da,07165f1b-a8c8-407f-bb29-4c0ef0d68923,4ca16d88-d64b-44b3-adb9-c88e0910b5fc,CREDIT,1111.91,PHP
f830cbb6-b7fe-426a-83ba-6873347945fa,e478138f-c323-40b5-a8cd-ff5ae9153bb4,360a96d5-5b08-4435-bb19-889aecf5f450,DEBIT,3281.39,PHP
47ce2f53-1a72-4dac-85c4-a1031512c369,e478138f-c323-40b5-a8cd-ff5ae9153bb4,1f112c56-803d-4a65-8334-0219fe5b5b12,CREDIT,3281.39,PHP
9f2a1e1a-c4cf-4040-8e96-5b905bd26169,d5acf1f3-ef42-44a8-af16-ed43d2df4f1d,86c4035a-0b98-48ae-80c6-cad0ffc939c6,DEBIT,343.58,PHP
bedfaf99-41f1-4130-9aeb-e617d2518ac9,d5acf1f3-ef42-44a8-af16-ed43d2df4f1d,6a81b983-5aaf-46bc-876a-24672aeee79e,CREDIT,343.58,PHP
8f86cb91-2dc9-459e-8a16-625f428166f8,bc0f74b9-9caf-489e-9a43-fd94fa8422ed,bc892802-22a2-47bf-ba13-3d80d41045a8,DEBIT,985.74,PHP
1424a3b1-00b4-433d-9e9b-192c538ae953,bc0f74b9-9caf-489e-9a43-fd94fa8422ed,04129c0a-4f2e-42b0-aa4d-7cf7d4f7a633,CREDIT,985.74,PHP
15d330bc-1bda-4344-9111-43a200fdf52c,15c85124-1f1c-481d-9933-c49b344b78aa,b0f31537-cc3b-42f8-8927-757ca76d5cb5,DEBIT,1408.49,PHP
02d36bc6-1ce4-48cb-8cef-7a615014dfb3,15c85124-1f1c-481d-9933-c49b344b78aa,e1a2c510-c6ac-40cd-ace5-2ff202e7cc9f,CREDIT,1408.49,PHP
71aabee3-f96a-4f5e-9f80-cdc777dcc24f,f13ad242-9ce5-403d-9026-49f236c61102,0a9a589a-2d9d-434e-bbf1-201e69bdbddf,DEBIT,7160.7,PHP
05b9e232-d941-45c9-8373-a706024134f5,f13ad242-9ce5-403d-9026-49f236c61102,64b0061b-fc9d-4df9-9bdc-2ce35b1dd913,CREDIT,7160.7,PHP
c3efbf5c-6141-40a5-8887-7e2040d83e3b,fa64e21e-b8da-4f12-beb2-4f09514cd76e,351d80bc-a006-4ef5-8541-3fdef9afb806,DEBIT,2209.74,PHP
584bbebb-8393-4b93-9759-aba935257a7e,fa64e21e-b8da-4f12-beb2-4f09514cd76e,58e1755f-792a-4b44-9cf5-a78dcef6afff,CREDIT,2209.74,PHP
d933caef-b3a9-488f-a83e-4b0babfca0bf,410e1116-3389-4d1b-8321-a9cc96e8a8d2,ad21fc3d-96a2-4e07-ba47-0383cc124560,DEBIT,5794.55,PHP
7ccf5fb0-e429-4f9b-9176-139692244fbc,410e1116-3389-4d1b-8321-a9cc96e8a8d2,b732b493-e984-4da8-bb81-a7da362aed31,CREDIT,5794.55,PHP
e1f1a5b2-0cad-4508-b90f-1cfd8795ed81,0a5603b9-a1ee-40e2-b12f-6695c2e7d98f,33a1a220-bca0-4698-9220-807c181fd821,DEBIT,4176.07,PHP
d802d3e0-484d-4ff4-bf07-820ed2b09736,0a5603b9-a1ee-40e2-b12f-6695c2e7d98f,a6357c64-4f97-46e4-81f9-3ff3d7af6cc9,CREDIT,4176.07,PHP
deb056f8-dc27-470d-bfc3-85adf3c6ab47,6ce14fa4-28f5-4d14-a5e8-019359bec093,250bdffb-f62d-40c9-b877-ba73ad99b658,DEBIT,962.06,PHP
b7118ca4-822d-4d48-8101-4a512b3c5936,6ce14fa4-28f5-4d14-a5e8-019359bec093,4f4ef33e-9e8b-4367-99d6-eca23991e4f8,CREDIT,962.06,PHP
a29e3981-b517-4423-87fa-367d8765d22a,0ac4efbe-b4f8-449e-8828-15bfb04185e8,7092f1ff-3b4d-4177-8995-a60b8e577acc,DEBIT,9875.0,PHP
68bea865-ab99-463d-9eea-b46797c00df7,0ac4efbe-b4f8-449e-8828-15bfb04185e8,c3201cc0-9f8b-4ec2-a998-260cc9a6a3f2,CREDIT,9875.0,PHP
dff00cda-e9b6-402d-84f0-64acfcc562a1,ec845404-37c6-40a6-a605-69a49966927e,b8a00fe9-f215-48fb-95d6-103c21e11d2f,DEBIT,884.36,PHP
06fe9af8-ce16-4851-9022-5d3cf8246072,ec845404-37c6-40a6-a605-69a49966927e,6f594e6a-007c-4551-a17d-d565f2ba6894,CREDIT,884.36,PHP
4e8c5f93-6a54-4b01-82d1-b210719651b5,744b128c-b7ff-4c5c-93c5-a74f77966766,8c4a6513-52f7-4c27-90fe-57c85c093a2b,DEBIT,6410.45,PHP
6c366680-384f-4ebf-a987-80024381c678,744b128c-b7ff-4c5c-93c5-a74f77966766,5a8f7b67-e319-41a3-8132-d705a3c8336a,CREDIT,6410.45,PHP
b9ef9676-d70c-41e7-af24-46ecc0f32a7b,d7b6f7b0-38b7-44d2-8d8a-65e9edc7d1ce,674364bd-32a1-4684-ad2d-224cb2ad2f1c,DEBIT,2894.75,PHP
49e8270b-0773-410e-b2c9-194bcab8daa3,d7b6f7b0-38b7-44d2-8d8a-65e9edc7d1ce,a7ae14f4-aeba-4bc8-9336-c9cdfce16379,CREDIT,2894.75,PHP
b9edabe1-a386-4d80-93e5-cbbba7c56e1a,ed4f1892-64da-4a82-b7a5-5929a3171fab,0fd59819-0a39-4e6e-9146-5258da9bdddb,DEBIT,50.0,PHP
bf0b3966-4baa-40a3-a783-015619fb82a5,ed4f1892-64da-4a82-b7a5-5929a3171fab,e05930f8-2247-4a74-a0ad-901d80090d3a,CREDIT,50.0,PHP
709bd5dd-b91e-482b-a7ce-deeb75458857,8431643f-2f6f-4825-b82d-b5de26106197,556d4600-daaf-4525-9830-7e9f1bfc1726,DEBIT,426.28,PHP
8302479e-dfd6-4299-ae13-a952f1ec1b66,8431643f-2f6f-4825-b82d-b5de26106197,bd4160e5-ee44-4017-969e-77b6adfc3ca6,CREDIT,426.28,PHP
f8b8ebc4-8a6d-4149-a42b-7b1ba6e43926,1ffdbb47-18a4-4bf8-bdf2-520ed452c1f9,c8e5c26f-b3ca-4a28-a68e-5c468092377f,DEBIT,8141.63,PHP
d7e14389-cd27-4e17-8bc9-4c23a14fa73b,1ffdbb47-18a4-4bf8-bdf2-520ed452c1f9,dedd9620-98d8-434b-9c1c-9f87ee1851f7,CREDIT,8141.63,PHP
dc084a7f-72da-472e-8290-bad3e0f95d1c,3b3f40ee-e9c1-46a4-83d4-a44411fae8f8,96e3cfd7-ff73-4ae4-9cc3-4239e0b5e421,DEBIT,1159.43,PHP
76ac7781-08ef-4dd4-b13b-3a1c464f5830,3b3f40ee-e9c1-46a4-83d4-a44411fae8f8,f7fe3e6f-91d1-4747-9b11-11c9d5a584df,CREDIT,1159.43,PHP
19ee2496-ef27-4ab6-a3f6-8fefc03ba507,07a89228-bdad-4d8b-9382-f14eead0ab6d,db3c93ba-1914-4b6c-bf32-05aec472bdb3,DEBIT,693.89,PHP
7959be7c-1b81-4c4d-bf68-84582cdfa5ee,07a89228-bdad-4d8b-9382-f14eead0ab6d,f380a4be-a06d-4d50-9006-45e137c83cda,CREDIT,693.89,PHP
4135aa35-f57e-423b-a66b-14de25208c20,6e2fc008-24fb-4ba5-b684-3d26364b7682,3107e9dd-93d7-462f-acf8-847a165b7e47,DEBIT,1532.77,PHP
90076aec-ca89-4b3c-88cc-08d5709e2e54,6e2fc008-24fb-4ba5-b684-3d26364b7682,9adf3080-b184-4234-93a5-9246cbf6545f,CREDIT,1532.77,PHP
36e18768-5d28-4708-bcc8-34a7b87f70f6,5880eb45-4cf5-4ac7-9937-96a81ea379ef,ad21fc3d-96a2-4e07-ba47-0383cc124560,DEBIT,6795.03,PHP
e4e808aa-9781-4ddd-a2fe-2a56797eef34,5880eb45-4cf5-4ac7-9937-96a81ea379ef,01d7fc72-e9cf-4715-9fb3-1b933a9662d4,CREDIT,6795.03,PHP
0890dc8d-9292-4ecc-a237-9c7be8f81b91,c4da0d61-1ebe-42af-802a-a164bb918439,a4b2b0a7-92d9-459e-bcb8-5541a32ae55c,DEBIT,6974.29,PHP
fcb81c46-bf3f-40d9-acd4-5ac61493d154,c4da0d61-1ebe-42af-802a-a164bb918439,4c20f03a-bc4a-4b39-a85b-0f6819fee4aa,CREDIT,6974.29,PHP
57c8fd4a-b16e-40e7-88db-0516338d1a4a,2891a36d-fe0b-4cee-9829-8f8bc008f401,6428fd5b-4917-4b4b-b6a1-2745a03daa89,DEBIT,6238.43,PHP
ea03cfba-0f9c-496a-9b38-c9043ee0077c,2891a36d-fe0b-4cee-9829-8f8bc008f401,bebbf5ef-6f23-4a90-80b0-7c7f19a2fdf9,CREDIT,6238.43,PHP
2851bd36-2e90-4041-a567-fedfda0ce41b,6afeb925-ed35-4c88-9c80-5a051028730e,b629b756-7955-4ffc-ab24-1692763a79a1,DEBIT,3056.39,PHP
4d07cecf-dafc-4f64-a603-af59fa1d6f57,6afeb925-ed35-4c88-9c80-5a051028730e,8a9f822b-6df1-4b29-88b1-6fb956ef7f8b,CREDIT,3056.39,PHP
81798a1c-f3c5-4fa2-a197-dbc4abac1084,7c17f0a2-ba75-4ca6-ab12-9cef222e867b,09f119f2-5526-422b-9191-1617a9aec011,DEBIT,869.0,PHP
95788067-c1b5-46e3-9a83-eb748a050967,7c17f0a2-ba75-4ca6-ab12-9cef222e867b,a26f17ce-8baa-418f-8f8b-b21adb21b4a5,CREDIT,869.0,PHP
ac188902-16f9-40ee-98c5-c666706a2cca,2610c398-3cd6-4834-a7e1-2752d0f9d765,07eaaad7-f777-4317-a6d1-c0242ce4bf53,DEBIT,292.58,PHP
26241b3c-1a16-4470-a386-7f678f02cfaa,2610c398-3cd6-4834-a7e1-2752d0f9d765,41d3657a-60ed-43a9-9161-31351fcf3ae4,CREDIT,292.58,PHP
c336f7af-d6bf-437c-97c6-5d9834f25cc2,b3956774-f946-43f1-b1d1-d1a8d5df0d32,b4c1fea6-ce90-4b40-bd8b-150252da853f,DEBIT,1974.69,PHP
5298e0cc-3856-4684-9f40-3c003c10abf1,b3956774-f946-43f1-b1d1-d1a8d5df0d32,d52294ca-6e3b-46bf-b87d-1e291813a95c,CREDIT,1974.69,PHP
9f3eecae-5046-4b27-b44a-d1463d5f8f88,6c592f49-e446-4782-817f-b72aff3b54fb,58e1755f-792a-4b44-9cf5-a78dcef6afff,DEBIT,2062.17,PHP
6ad4bcab-c02a-49e7-82ed-06f4549688ff,6c592f49-e446-4782-817f-b72aff3b54fb,22f0f4e4-69bc-468f-864d-881b82779aea,CREDIT,2062.17,PHP
95d53002-bbac-4e91-9a0e-a937a5420f34,208227bd-2ea7-4f67-a8bf-030321af094a,1c353dc0-88c2-4183-af2f-f94da444ff30,DEBIT,5866.45,PHP
ea8b6fdc-8209-4460-aa83-c25165d562e8,208227bd-2ea7-4f67-a8bf-030321af094a,2badc2fa-e77d-4564-9643-012b2982ed5f,CREDIT,5866.45,PHP
f3cdd4bf-db07-435f-9545-ca553538c860,73d0c98b-867e-4ce1-8cb0-91af614972e9,96964d7e-9c39-44c5-a644-8b1a1b5883a2,DEBIT,333.74,PHP
4630f67e-c4e9-4ccc-b50b-52537aa79b5c,73d0c98b-867e-4ce1-8cb0-91af614972e9,413fadc2-415a-41e6-a224-12d6e4095250,CREDIT,333.74,PHP
d2645d74-d336-4b5d-ac52-e17430a88d26,36a9c423-d074-4b9b-91a9-1a39defcf1e8,f6d90e62-d1b5-4c2c-a173-c67f60140fd3,DEBIT,470.4,PHP
db5d329e-2c0e-4843-acee-53e4c18cfa11,36a9c423-d074-4b9b-91a9-1a39defcf1e8,62f7bc24-94b4-4e38-8628-01f59ea38900,CREDIT,470.4,PHP
49126d5a-a118-4d1e-ae76-91f59947d8e4,a819373b-0d4f-4eb3-a76d-538d5cb270da,4b843a37-5842-4bfb-92ea-4942bc4db998,DEBIT,3427.51,PHP
6f310490-09f9-48a6-ae06-884edbc653de,a819373b-0d4f-4eb3-a76d-538d5cb270da,c9660d41-7101-478b-b84f-838f86085391,CREDIT,3427.51,PHP
e981f135-81f3-4c9a-88f8-ec464412ecde,de0f8767-3ece-402e-9e6d-e095300436a1,7131318a-5a33-46f4-924f-ef6ee9525f2e,DEBIT,829.49,PHP
9432ebdb-feb6-48b0-89cd-ab078dc2e82e,de0f8767-3ece-402e-9e6d-e095300436a1,e4719959-0673-4cdd-968e-fb34b68cd0ab,CREDIT,829.49,PHP
4ca05cad-ab73-4b57-8d06-4ffd2578c8cf,2b03a62a-4018-48af-a134-defeff364429,db7f6e48-1ce9-4f24-a152-67d1cb05a58b,DEBIT,3517.91,PHP
df824c56-f08a-441f-a5ea-ecce78f1f178,2b03a62a-4018-48af-a134-defeff364429,6a783a44-17fb-4bd6-984f-a1680dcd3490,CREDIT,3517.91,PHP
a9c5f31d-b8a7-4899-8cfe-66d53474ca2f,d9579596-b8cb-4a58-9925-e29a73c6f0fd,e1c79c7e-07de-45d7-a391-3b4e7a202f52,DEBIT,589.7,PHP
95f8f565-f8a7-4f53-a846-cfe6e829a180,d9579596-b8cb-4a58-9925-e29a73c6f0fd,36f7aded-7973-4b72-9aca-f4f4f5492517,CREDIT,589.7,PHP
042947b3-ea14-4004-9207-67bdb0559a21,c1e679f2-6f90-4922-91ef-b2d81335382b,ad4e432e-256d-4090-b021-fa8798c985f5,DEBIT,4866.07,PHP
be173390-0150-4662-9dfb-a08d9b480ffc,c1e679f2-6f90-4922-91ef-b2d81335382b,a7e55aed-b7e6-4fc0-8fcd-d8a5b26a6fa3,CREDIT,4866.07,PHP
2ebc37f5-067a-4eff-b512-4dea21e298ad,62e24460-3954-4fdd-b3a6-f5e87c0d94b1,bfa0d713-b572-4cf0-97de-c91ce77be264,DEBIT,4855.03,PHP
0578e687-0d06-41c9-bf2b-70f24fafc418,62e24460-3954-4fdd-b3a6-f5e87c0d94b1,4998b7d5-8351-49ca-8e55-fad9f4a718c9,CREDIT,4855.03,PHP
47a80ad5-d7dd-4d9e-8d05-3d242c5a6910,0435de84-86a2-407b-ba3a-e42e338de6cb,f974f571-1cac-43c5-988a-03e194ad36d4,DEBIT,10958.29,PHP
8def47ce-0086-4976-9505-64b3f5baec16,0435de84-86a2-407b-ba3a-e42e338de6cb,2d0a957e-a2fe-496a-bb85-274387db8dc0,CREDIT,10958.29,PHP
31dc08d3-97af-4cd1-8b6d-b4090f586d6a,1df29a7a-1759-476c-a549-174e0fdb7efb,ad39fe12-4edc-40ec-85de-9423e60c880a,DEBIT,5582.68,PHP
5c832840-bf7a-42a8-bc8f-b33d5615cb7b,1df29a7a-1759-476c-a549-174e0fdb7efb,db3c93ba-1914-4b6c-bf32-05aec472bdb3,CREDIT,5582.68,PHP
fe3ee1c5-af41-4b4b-93eb-7215beb203b0,87caa38c-d65b-41a9-afeb-d4ed11e0af5e,48103dcb-2289-4dfa-97f4-b4989bd326ba,DEBIT,458.64,PHP
ad8b8be9-b1ca-4439-8833-94085e4889c3,87caa38c-d65b-41a9-afeb-d4ed11e0af5e,cfdc268a-51d8-4b1c-a122-5f3743930270,CREDIT,458.64,PHP
c53c8a2d-d25e-4e00-a0e2-891dfc11d263,f69541c5-5a72-42c1-949a-1ed7dd9e0ee5,ae3ba4cb-a971-4dc1-be19-db5e2007d383,DEBIT,6429.94,PHP
33e498f3-06c1-484f-82da-4a9e5ae61454,f69541c5-5a72-42c1-949a-1ed7dd9e0ee5,54501be7-8104-48a8-aef1-c6b1793feef5,CREDIT,6429.94,PHP
97ce994d-bfae-4d46-852f-ed5f7c96f8bb,b1be2bc5-21a1-47be-8b72-657245d775a4,b777aa8a-05ee-4a0b-92e9-b9e4373b90c1,DEBIT,776.74,PHP
9f3791cd-7619-4ebe-9fcc-fa1b7ad22a26,b1be2bc5-21a1-47be-8b72-657245d775a4,c94162fa-a92e-458d-a97b-3a2dd44c9c4c,CREDIT,776.74,PHP
4b055fc2-805f-4b97-9f4d-eb4b165aeba8,f7c5e983-eea9-45b6-b816-4da6fa78ea31,fdbd2b5e-fe56-48c4-b3ce-4179d2af495d,DEBIT,3825.45,PHP
6384df9a-4f85-48df-9b6b-d26c4de89b34,f7c5e983-eea9-45b6-b816-4da6fa78ea31,e05930f8-2247-4a74-a0ad-901d80090d3a,CREDIT,3825.45,PHP
a891c1d4-a0e6-449f-ad98-dcacac6e52a1,31b0f691-c6ed-49e3-af2a-e8d87d0a2770,650868ae-b60d-4857-b767-1f610c17b6bd,DEBIT,1995.81,PHP
d5023096-61e1-4c4a-89e9-d50f570fb789,31b0f691-c6ed-49e3-af2a-e8d87d0a2770,88b775c1-f518-4f5e-a4af-bdee3f9f3e31,CREDIT,1995.81,PHP
be1a9b9c-85bf-4cd1-90e6-ef624023d7cc,dfc94b4a-885d-48e6-9624-41c704cbd1fd,ddccabf0-0a5d-4036-a78e-b946e101e0f7,DEBIT,3647.09,PHP
d73e45bd-7d26-45b7-8c76-e5ceb2e52ecf,dfc94b4a-885d-48e6-9624-41c704cbd1fd,8839c1bb-3b49-4e25-b6c1-84fb744ddfd2,CREDIT,3647.09,PHP
262b57e6-c14e-450c-95ad-45dcfc88e5a1,8656bc19-e680-4144-828a-a959f07f32f2,0fd59819-0a39-4e6e-9146-5258da9bdddb,DEBIT,1201.48,PHP
69b686cb-03ad-4e0e-aec4-855bf3687f87,8656bc19-e680-4144-828a-a959f07f32f2,b842b7c6-7bb2-4420-b304-ce3af9bc45f2,CREDIT,1201.48,PHP
5b912b74-d9bd-4195-a4a9-f4112d36ba2d,ea4738f6-2e0b-4adc-9b1d-1d65811c24cb,a26f17ce-8baa-418f-8f8b-b21adb21b4a5,DEBIT,6236.96,PHP
b0671be8-7162-4ab0-bbc8-dd41135bffa0,ea4738f6-2e0b-4adc-9b1d-1d65811c24cb,5289c5fe-6802-4cd5-9795-318078aaabe3,CREDIT,6236.96,PHP
3a9a2655-6b82-44a2-993a-c192c869f483,f8662552-350a-41d1-b86e-6f2b1bfaf1d4,ac2fc2d7-755b-439f-8a5a-ad4610eaa918,DEBIT,9208.29,PHP
79b49285-ca49-4164-8110-4c5ac942550e,f8662552-350a-41d1-b86e-6f2b1bfaf1d4,d65e277a-c6da-4999-9730-96e6dbabcd3b,CREDIT,9208.29,PHP
2b1a65f4-0e54-45a9-b527-f8442facf6a8,6cc11931-47d7-449f-af85-75f8ecec390a,1fce0021-ec67-4a04-a6f1-c728c2e06039,DEBIT,93.59,PHP
4a149c3a-fb30-4347-947e-832e3934db16,6cc11931-47d7-449f-af85-75f8ecec390a,7cd671d2-82ad-4855-a388-1969c01dd98c,CREDIT,93.59,PHP
d6d77cef-dfeb-42d8-998d-742f1a27d5d8,3062d9ba-d71a-4742-8abe-aa6c0710cd31,b0f31537-cc3b-42f8-8927-757ca76d5cb5,DEBIT,1637.65,PHP
f2ea16b7-b73f-4506-84ca-3e4c67ed170a,3062d9ba-d71a-4742-8abe-aa6c0710cd31,ab302b71-d14a-4232-af46-386cdcc099f6,CREDIT,1637.65,PHP
5de48a7d-e79e-4dc1-9b7c-75f99782d4d8,b812d495-e0be-4b2d-879c-e16e44aa6484,4c20f03a-bc4a-4b39-a85b-0f6819fee4aa,DEBIT,4067.0,PHP
