alert_id,transaction_id,analysis_id,alert_type,severity,status,created_at,resolved_at
148a09c6-e3a4-4f19-87cd-3d630c6b7654,e5b03034-4907-4228-9aeb-f080d1f0d591,61e685a2-2302-4c5a-b105-09e5bb6dd647,Fraud Detection,HIGH,OPEN,2026-06-21 23:29:37.207506,
cbef5c99-e954-45a1-a922-ba1f55124c19,fe812b64-a7f2-439c-8b0c-34d5e8bc74b9,c69b41d0-0bf9-4979-a833-83adb10b9162,Fraud Detection,CRITICAL,OPEN,2026-06-21 23:29:37.207506,
a52b920b-5fd5-4748-88ad-862d265f3d7f,b8843da8-717e-4bf1-869c-dd7947054d9b,78773ce4-c192-41d7-bb34-2e6deff6cbe9,Fraud Detection,HIGH,OPEN,2026-06-21 23:29:37.207506,
af1a1d32-e37a-4487-8fcb-467bdbba2889,227bba91-03cc-4059-8c7b-a7ac34d62112,b9e685ce-cb73-4760-84f1-b00e8dc07aaf,Fraud Detection,HIGH,RESOLVED,2026-06-21 23:29:37.207506,
0904e0cd-66aa-43a2-9682-6fbeaab5d9f0,bb736005-c103-4cac-8a1d-5edc92062b2c,1cb628d4-10c6-441c-8941-38dbcecc7ff6,Fraud Detection,HIGH,RESOLVED,2026-06-21 23:29:37.207506,
1d630330-642f-4cd1-bbc2-18636dc5ccb8,2bc76d93-0802-4064-ab40-c0bab1e2be86,3aed843a-2d62-4a21-9573-3cfb7a4a07f8,Fraud Detection,CRITICAL,OPEN,2026-06-21 23:29:37.207506,
1cefc49c-1c3b-41a0-aa96-65d1f6ec9478,f886b4ae-051e-499e-ac99-8760009b9e04,1b0a8584-6f78-4722-8673-1f2d43aa713e,Fraud Detection,CRITICAL,RESOLVED,2026-06-21 23:29:37.207506,
de609c12-4cdb-42e5-81f8-6e718bedf69d,9663ba39-f290-4fbb-aad6-5d609e6189ba,ad41b6cd-42d9-4511-92a6-13b6113a6bd1,Fraud Detection,HIGH,INVESTIGATING,2026-06-21 23:29:37.207506,
5a738e14-06c3-4f50-8766-410c375a781a,427a402d-cec3-4683-9cfa-fd4356417083,19c33a7f-69ef-4b82-8fbb-c8958717ac4e,Fraud Detection,HIGH,INVESTIGATING,2026-06-21 23:29:37.207506,
2639e05c-04a3-4669-8fb3-7f55e233f91e,74870df5-60c1-4869-a51d-b4abd70b5c43,53206883-d24a-4f4e-87ac-0d755f350962,Fraud Detection,HIGH,RESOLVED,2026-06-21 23:29:37.207506,
e879ac91-61e4-413e-adc9-715e452e8101,8d1588a7-ef20-4c36-a017-abb8a2e995e3,333f1c44-5ed1-486b-b00f-ed6b7f87bc83,Fraud Detection,CRITICAL,RESOLVED,2026-06-21 23:29:37.207506,
e60765d2-2d49-460a-9358-3588d9b61640,757ab810-e3d8-4f2d-b67e-acc073be8b72,4c2edf06-e879-474a-ab88-6e7adc044f64,Fraud Detection,HIGH,INVESTIGATING,2026-06-21 23:29:37.207506,
8ee7c1cb-3ce3-41ab-898b-35b18ee979eb,d11684bd-2f9a-4b46-85b9-ddcc8973bb7c,5d30395a-4862-4724-8e15-9eb6b5d6976f,Fraud Detection,CRITICAL,RESOLVED,2026-06-21 23:29:37.207506,
db3317ef-5d68-487c-9f85-deaa2a0f96fa,01fb6e63-aa3e-4385-b6f4-ea1b72dabd7b,d6992e10-190a-42c2-bf8c-2f9cd11ce2ea,Fraud Detection,CRITICAL,RESOLVED,2026-06-21 23:29:37.207506,
08900335-f448-453b-8f6d-d90b47d0774c,aa31169c-af1c-497d-bc0d-68f12481092d,808c794f-c71c-41ed-ae7b-02eb9e2990d4,Fraud Detection,CRITICAL,OPEN,2026-06-21 23:29:37.207506,
f2c6b0ea-6d0a-4d3c-acaf-0a7b3d72798d,185479ea-b7cd-4faf-b7fe-d95dd4ba6db3,d3db1e8b-306e-48e1-8c9b-29d1a0b9e909,Fraud Detection,CRITICAL,RESOLVED,2026-06-21 23:29:37.207506,
a48de304-c238-40e2-bc8d-d3262eb0a1f1,7ac47e47-e5cf-43a6-8167-95b7a885907e,0f0e4efc-8f87-4619-aead-2ca5f3a8eba5,Fraud Detection,CRITICAL,OPEN,2026-06-21 23:29:37.207506,
d721f78a-a520-46be-a66d-7e60f788c5bf,6ba51a19-e693-4fea-b02a-1e6f0b239600,5f2497fa-631b-491d-80a0-87440ed140ef,Fraud Detection,HIGH,RESOLVED,2026-06-21 23:29:37.207506,
f506b940-68b0-421f-8243-84959bac5c39,b93d87ea-4afb-416e-810f-fb313118a83e,483dbec3-6e1c-4076-934f-058ddfbf29cd,Fraud Detection,CRITICAL,INVESTIGATING,2026-06-21 23:29:37.207506,
5b66aea5-c262-4a47-a9fc-c4134472424b,5377f95e-514c-46b5-bd81-10561be644dd,22a6ef1a-771f-4c33-97ee-3f02c60dc2b2,Fraud Detection,CRITICAL,OPEN,2026-06-21 23:29:37.207506,
6e8e2e16-3024-4661-9d2e-638e9eeea5a9,30599857-d068-4cd7-93b6-d036fe7b85c2,cd78091a-2a2c-41df-8979-caada646dc7a,Fraud Detection,HIGH,RESOLVED,2026-06-21 23:29:37.207506,
f7442b83-3d8d-4d85-82c7-e92707bf0def,3daadf9f-8c0a-493b-a8c2-b48a2caeb718,9c311a28-9ea9-4d58-aa6d-e1b8083ab780,Fraud Detection,HIGH,OPEN,2026-06-21 23:29:37.207506,
d6ebe48d-2c3f-48c8-8841-6237a0c58ca5,9e546222-e375-4bb5-aca3-1262e63e7a1f,251e614a-b231-4567-bb70-ac6b1fcf27b4,Fraud Detection,HIGH,RESOLVED,2026-06-21 23:29:37.207506,
6213110c-43b1-48ef-a1f2-973b3a21dc7f,a0532fb8-7d22-4893-a506-32a530dbc07a,fad0b65b-3bc4-435b-84dd-b2e1ecd6899c,Fraud Detection,CRITICAL,OPEN,2026-06-21 23:29:37.207506,
de70fd91-79dc-45ff-83c5-2cd53726f243,344c3cb4-eb22-4b1d-bc95-35bb13a6fd8f,41d46468-84b0-4502-91e0-7ab3e28acf60,Fraud Detection,HIGH,INVESTIGATING,2026-06-21 23:29:37.207506,
c9ed7709-1fb2-4e01-92ba-3197024c2300,cc4f06a0-64ee-46f5-9ddb-0bc5dc937bb2,e3fd656f-bcb5-4da8-9ebf-97400cf8c21a,Fraud Detection,CRITICAL,OPEN,2026-06-21 23:29:37.207506,
6536517d-3e07-4b54-8de3-99616ee00568,c4cc8652-b563-4a21-81d6-197b7279fee8,0146d4b7-40d8-4519-a69b-49637fcd0184,Fraud Detection,HIGH,INVESTIGATING,2026-06-21 23:29:37.207506,
aa3d3ca8-a98b-44a6-a453-932bc159424a,176afc52-7ec2-4be8-a354-81be969b4648,a3fb33b9-d399-4ee6-8b7f-fe0c1745a64e,Fraud Detection,CRITICAL,RESOLVED,2026-06-21 23:29:37.207506,
67c71648-9a64-49ad-80df-0a1ec202e7a8,032fd4b4-ec76-4a75-88ca-dd9d45227e9c,6dd9386d-5cdd-4366-9a41-6382f1683b51,Fraud Detection,CRITICAL,INVESTIGATING,2026-06-21 23:29:37.207506,
5ea9b6d3-77a2-446d-9c6b-6dd2c95384f2,10e08dca-3b75-43d1-8842-d48c9247f1b8,89aa6739-e711-4bf8-8be9-a15a31febf04,Fraud Detection,HIGH,OPEN,2026-06-21 23:29:37.207506,
f62e6446-32f4-4980-9b2d-eab754742253,9bca2daf-fbc8-4450-8306-bd06587ecd36,ddc712c9-2311-4828-b962-20e2303c719a,Fraud Detection,CRITICAL,RESOLVED,2026-06-21 23:29:37.207506,
20c9452e-1f88-490a-babd-29ebc74ae7df,cc44232a-ec39-496a-b82b-cb873c5cdd0c,27db3c43-620a-4fcf-b456-1cb95aa53134,Fraud Detection,CRITICAL,INVESTIGATING,2026-06-21 23:29:37.207506,
1e9924b1-8679-449f-9464-021104e3bc33,f77b245f-980b-40bf-9a1e-1859266ccbe5,ed6634ca-08cd-44c8-b186-138f46da5b35,Fraud Detection,HIGH,OPEN,2026-06-21 23:29:37.207506,
50e46711-b43c-4bae-8e29-5de4d6a94e05,e1e84308-ea2b-45d4-b845-14a0068994b3,a2cb9e7d-601f-4f68-8279-79af34e12630,Fraud Detection,CRITICAL,RESOLVED,2026-06-21 23:29:37.207506,
00141019-209d-4266-907b-308ee46b1dc7,159f65a9-f2c0-4d6b-a446-cb6475c49115,576bfca6-bec8-47d5-a43b-b8563d936232,Fraud Detection,HIGH,INVESTIGATING,2026-06-21 23:29:37.207506,
97961653-98d6-44ed-bccb-630a23a56a57,61d60665-061c-47da-a5dc-02886d9b3998,79c3a48b-e1a6-45f6-8c6d-0c5c303fc876,Fraud Detection,HIGH,OPEN,2026-06-21 23:29:37.207506,
75a77ef3-3e5e-4fa3-a3a4-7f3db616ea0e,bd054d42-5802-44ff-8210-6a8dc5e34d10,88f4a84a-f75e-495b-9306-c92b5ae32378,Fraud Detection,HIGH,INVESTIGATING,2026-06-21 23:29:37.207506,
83e9c43c-6348-4e33-bbe9-b62ea6d8a2ec,e98e3e86-6ca7-482d-8406-08e28325d4ca,d72e244f-9fad-4a93-9dfa-c4b3e042df2f,Fraud Detection,CRITICAL,OPEN,2026-06-21 23:29:37.207506,
19fb2abc-dc73-4485-abf8-1e9a88c1a359,411785f1-5053-4d4d-a608-3c45cc9acd01,da18b5ae-176e-4a37-be09-0ebe6ec18e6c,Fraud Detection,CRITICAL,OPEN,2026-06-21 23:29:37.207506,
bb4364a7-ef37-45ff-83d6-6159535caac5,4d015320-3c3d-48bb-88f2-53b250989cff,46ec51a3-5934-4f31-9aa9-8dc106a2f540,Fraud Detection,CRITICAL,OPEN,2026-06-21 23:29:37.207506,
2ba16d4d-63da-457c-805e-c72df42fc926,75f70987-f532-4fb3-b8df-6202ff018ac1,f5ad8cee-7501-4090-bc8a-8e54f573c548,Fraud Detection,HIGH,OPEN,2026-06-21 23:29:37.207506,
51839328-47f7-4416-a877-b504227e569e,7154517b-50ba-4feb-937e-1f6678e2b33a,d3afa275-3feb-4a0e-98ad-1bb5174bad5b,Fraud Detection,CRITICAL,INVESTIGATING,2026-06-21 23:29:37.207506,
c84d4f68-b22c-44f1-ab12-997a791e918d,857c0ebb-7f2f-41ce-9113-dc24fcf31955,32aac678-181a-4e5f-93c3-fce2722d2100,Fraud Detection,CRITICAL,INVESTIGATING,2026-06-21 23:29:37.207506,
685993d3-7c8f-4241-8d8e-1e18b5236bd9,34d7f7c6-f8f9-4536-8797-e746f3dcc2ab,066d9557-6817-4a33-a4cf-9935ce7c7dfa,Fraud Detection,HIGH,RESOLVED,2026-06-21 23:29:37.207506,
f6612e6d-ebe2-49a6-a59b-1f2537d6e460,1e5a47ce-468b-452a-a2bc-442ced36a0ee,d8885643-c58e-4175-ab43-e4a15dbd5747,Fraud Detection,CRITICAL,RESOLVED,2026-06-21 23:29:37.207506,
0d2bfb10-fc2d-4179-ab41-7736390c5289,cb6bd523-44c6-4f3b-8397-97d4c5ac5502,2cb74362-c4e4-41c2-8e24-e8f70195a64e,Fraud Detection,HIGH,RESOLVED,2026-06-21 23:29:37.207506,
4ec6b751-fa8d-4e35-9347-bbfc36561960,5b8ef282-775a-4510-ade4-73a0e5f71f54,b01f485b-ce44-4b3b-8169-7e6b8c805f19,Fraud Detection,HIGH,RESOLVED,2026-06-21 23:29:37.207506,
e5c2f2ca-f826-40fb-a1c1-003545cee6c5,e4e24f67-826b-4716-a84e-8a970d56915c,cb60fdc4-43d9-487f-ae80-020e9dfcccc6,Fraud Detection,HIGH,INVESTIGATING,2026-06-21 23:29:37.207506,
aff5bcd7-6681-4bdb-a33d-4cd5b5d30837,c8b7781b-13d2-4ac0-b2bb-cae8af6fd4b0,b25a0723-05af-4d26-9b5d-69de95e1e71a,Fraud Detection,HIGH,OPEN,2026-06-21 23:29:37.207506,
b29c4e66-8284-4243-ac5e-105fe2ce48a8,c16b2590-1e9c-4a57-815a-b15e059d2e43,341ab04e-9a54-4099-ae9c-4904a6e1bb62,Fraud Detection,HIGH,OPEN,2026-06-21 23:29:37.207506,
30497722-592d-48d4-b87e-bfb8aad445ed,ab6611a5-887d-4646-af82-6f1cbccee5ab,4908473a-73db-410b-b9de-cd9cce262bd1,Fraud Detection,HIGH,RESOLVED,2026-06-21 23:29:37.207506,
bde0b7db-a992-4f46-bf08-a19cfb24417c,828fc694-ebea-4a43-958b-e73b6f141d7b,58cf9f2c-92d4-4f09-a19d-15da3b10832b,Fraud Detection,HIGH,RESOLVED,2026-06-21 23:29:37.207506,
d4e9fea0-95d2-418d-9beb-5479e6a618fe,1a545421-fd2b-4a70-9bb6-f2e339bbdda3,36ee7219-b182-4cb9-ae19-58089670665c,Fraud Detection,HIGH,OPEN,2026-06-21 23:29:37.207506,
358a5cf4-cc2c-4830-987a-1197f4131423,43c210a4-ef36-42b9-9818-8f74c34001ad,1d09a1fd-73ea-4b39-8aa2-609b62a25884,Fraud Detection,CRITICAL,RESOLVED,2026-06-21 23:29:37.207506,
75c874a6-3399-4fc1-9a79-4f42321370ff,ed9ecdc4-ded3-460d-88f7-c8011503c104,a2d31bd6-d8ec-4feb-bb3e-33913243fb29,Fraud Detection,CRITICAL,RESOLVED,2026-06-21 23:29:37.207506,
58da38fe-7b46-4d71-8667-ab4243cb1f4d,e1ce747a-c385-4de6-84bf-3ed265bf62cb,b1023814-aa5b-4f32-9bcc-d0dad5103ef6,Fraud Detection,CRITICAL,RESOLVED,2026-06-21 23:29:37.207506,
3389743f-9364-4a9a-bf76-cbb38876996d,7c43986b-36bb-4e03-abdc-d374c9d82f0f,3178096f-67d2-461a-9be5-395ae4c6abbc,Fraud Detection,CRITICAL,OPEN,2026-06-21 23:29:37.207506,
81f5b5b8-ba99-4d77-9f2f-f0d44fb00f2f,fdab4063-69e0-46d4-8839-f4f1d596a125,d27941b9-6135-4309-8c07-58701897c334,Fraud Detection,HIGH,RESOLVED,2026-06-21 23:29:37.207506,
07cb270e-0453-4e7d-883d-058a492261e8,56e2e4ec-ca30-4490-bef5-fa4f262ca267,7df23e70-883a-42cd-855d-b5604a15e2ef,Fraud Detection,CRITICAL,OPEN,2026-06-21 23:29:37.207506,
eabcc19a-361a-46ec-965e-071ef10e487f,d2007156-3c06-41b8-adec-062781151856,89e41d4f-c5a6-46b9-a4c8-d4e8c222a6bd,Fraud Detection,HIGH,INVESTIGATING,2026-06-21 23:29:37.213014,
c3d0cb5e-3c69-4d41-a182-12f6d804b3ab,ae6d8037-8548-4bec-9598-65a6657b1193,500664f1-bf12-46ba-ae3e-d449995b921b,Fraud Detection,CRITICAL,RESOLVED,2026-06-21 23:29:37.213014,
4c959cb1-9696-43cc-8dfc-28bf3eb8d802,263da301-f484-4326-af68-1520a0c89da3,3f6eb857-551e-49d4-855f-197813c9bd0f,Fraud Detection,HIGH,RESOLVED,2026-06-21 23:29:37.213014,
ae68ba80-4025-4c3d-bb12-5f4a3306b7cc,d62f0f6d-5fc7-45d1-a7a8-ebd3649c4aee,9930a6e2-51ec-411e-944c-27ffbd9cbc15,Fraud Detection,CRITICAL,INVESTIGATING,2026-06-21 23:29:37.213014,
c1929b4b-a29d-4b65-b571-d5450d941e97,f0c092c5-213e-4fed-b6f0-a605d53e8f77,efb2120a-e53c-4581-9c34-0608bbdc2466,Fraud Detection,CRITICAL,INVESTIGATING,2026-06-21 23:29:37.213014,
511e1504-4a93-4400-883a-1ef0031c16eb,3d1f9540-2953-41f9-98a6-0cae0c881fcf,5e89da05-9166-4069-ab9a-828fa699afe0,Fraud Detection,HIGH,RESOLVED,2026-06-21 23:29:37.213014,
cba26eaa-9a14-40e3-9058-19bb9a692001,118f5e36-1623-4054-961d-c609a43b1af7,003264c3-f1a1-419d-a0ae-4923c3a54f47,Fraud Detection,HIGH,RESOLVED,2026-06-21 23:29:37.213014,
e515934b-748b-415f-99f1-cabc537fbc11,31aae0b2-8287-48c0-82ef-1614e754ee76,a007ee52-451f-459e-9d38-6fbaad94166e,Fraud Detection,HIGH,OPEN,2026-06-21 23:29:37.213014,
59f65e59-b053-43af-895d-89bbd0b4612e,81c5d690-6095-44cc-9ecd-bb04ababd091,3c0f4055-1006-40f6-acb7-ecff86a8d856,Fraud Detection,HIGH,OPEN,2026-06-21 23:29:37.213014,
345700a1-8238-4c6e-bb68-1ea12f34eec9,d6d1fba8-621f-45e6-8cfe-7b87c4c212b4,8c3d7bd0-cc78-4678-9352-e9183c469535,Fraud Detection,HIGH,OPEN,2026-06-21 23:29:37.213014,
b89b79ed-b1d1-44ef-b649-b39b104a37df,8d312356-2c0e-4907-8ac2-583073e256c3,aa68b1c7-8fdf-45a1-a078-19dd2180e195,Fraud Detection,CRITICAL,OPEN,2026-06-21 23:29:37.213014,
8a0b4d02-d9b4-442e-b9b9-276ec6a3fa3e,2ea8c25e-ae08-4fef-81c0-63673b74f782,e5520eb3-e170-4ce9-a7aa-9fe8b46e7519,Fraud Detection,HIGH,RESOLVED,2026-06-21 23:29:37.213014,
db7d306a-c86f-44ee-b6f2-5e2408c7fb2f,a3acde01-c35e-4a24-8472-30218d6819fe,19edb98b-98a6-432d-8df1-a051b7e5e323,Fraud Detection,HIGH,INVESTIGATING,2026-06-21 23:29:37.213014,
44c4ee7d-537d-4519-a414-5d1b4c19df29,3f904f8c-4a42-4964-aa88-73fe93ca5e0b,8f2cc76c-0cb4-4b33-a710-79b61127889d,Fraud Detection,HIGH,OPEN,2026-06-21 23:29:37.213014,
41069465-f865-460f-8153-2fbb2be76b54,3bc7b58c-85b6-41e1-9ee6-4e380d38b498,a19e55ee-ab08-4297-906a-dcac6a4ea492,Fraud Detection,CRITICAL,OPEN,2026-06-21 23:29:37.213014,
f5aa6a32-322d-4798-935b-3994aede7bc6,126a410e-b4a7-4cf2-9fa0-9dfa0693ff32,d849b806-c6d8-497d-8789-77990c0f5221,Fraud Detection,HIGH,RESOLVED,2026-06-21 23:29:37.213014,
c37e601e-b1e0-4877-9f90-416eac8ea13d,f1a38163-4df7-467a-8fa4-d8c40f99e141,cfd4cce0-7273-4dd4-8b7d-6d6e29743f92,Fraud Detection,HIGH,RESOLVED,2026-06-21 23:29:37.213014,
02b4c8f6-cb44-4968-ab5d-a955083fd05e,643a233d-8261-4f1c-a8ed-090a4e1e052a,106801e5-9ca9-41bc-b096-e61f23606ddb,Fraud Detection,CRITICAL,OPEN,2026-06-21 23:29:37.213014,
e5e4d57c-55a5-4025-af14-402b2bc496c8,ad14037d-dd3e-413e-9585-4eaff92c9050,f66adf96-dd48-4921-a947-3609b520c9a2,Fraud Detection,CRITICAL,OPEN,2026-06-21 23:29:37.213014,
699c0d92-6ecf-4f97-9270-90a7b2a7dffd,96c80f19-f388-468a-928b-6768a6fda486,38a465fa-4215-4946-87dc-2e2e4f8ba4a4,Fraud Detection,CRITICAL,OPEN,2026-06-21 23:29:37.213014,
551f3e11-0d18-4be7-93d3-cccf77bf9af0,de869cd8-20eb-40f6-8d86-7def676df93f,8f6dd381-550a-4f9b-ae0b-306e238053ca,Fraud Detection,HIGH,RESOLVED,2026-06-21 23:29:37.213014,
8adf5d0c-a3ef-4a4d-80a0-47d37457844f,94eeb4ab-d994-4d54-bcaf-e21d27f11e51,51ef9a0b-fad2-4975-a95a-eb6de5a2d859,Fraud Detection,HIGH,OPEN,2026-06-21 23:29:37.213014,
b0512f97-e875-47de-ac2f-8c58bd41b347,210f6066-1470-4e6e-8d02-a6352fe05336,8d48023d-000e-47b7-afef-66aeff6cca8e,Fraud Detection,CRITICAL,RESOLVED,2026-06-21 23:29:37.213014,
7f2a2a19-2705-47f1-bd2f-1602cd71b303,5e476479-bcbd-41be-9c7d-c75d707285b4,c23d4bca-0c7e-49eb-9d1a-ca4811bad59d,Fraud Detection,HIGH,INVESTIGATING,2026-06-21 23:29:37.213014,
24d60fe2-a8f0-4a29-b54b-b71146c23b2f,1d9f688a-f493-4491-ab6f-585c57d9b515,1d105e20-2092-4dc2-9a34-ff25cd37e4e9,Fraud Detection,HIGH,INVESTIGATING,2026-06-21 23:29:37.213014,
9d0906f6-6163-4c1c-8e1f-fb0fcf0d6e7e,38ae5133-17e6-4619-baa7-81183c07fbc9,cebeed50-87ff-4e61-97c2-92336ed86a79,Fraud Detection,HIGH,INVESTIGATING,2026-06-21 23:29:37.213014,
1b508c8a-1e01-4293-8338-c375973ef911,3db27488-c780-4155-bd22-08549e8824e9,aa54fdb1-3a49-4667-9d92-5c5e4951c391,Fraud Detection,CRITICAL,OPEN,2026-06-21 23:29:37.213014,
3f942a18-8254-4d4e-a31a-c543f2871e41,8bcf2365-c09a-4c70-89a4-f1e639b27a91,1b4e21ba-d3e4-41dc-bc07-8bec15344106,Fraud Detection,HIGH,RESOLVED,2026-06-21 23:29:37.213014,
0ec73175-eea6-49a2-81eb-461905455b0b,58c12cf8-5484-41b7-ac10-8e7060b15910,6799f26a-45a8-4951-8038-4dfdbb6d1047,Fraud Detection,HIGH,OPEN,2026-06-21 23:29:37.213014,
f6aa39c3-2297-44d4-87d5-5ced80504456,bffbd0e6-7c4a-4883-99af-2a41b9637a88,85c0116a-23fc-4006-8d19-dcf79a594d02,Fraud Detection,CRITICAL,OPEN,2026-06-21 23:29:37.213014,
c6f5c297-4877-4b25-8212-1472cc794d3c,a52c7285-5839-47a9-922f-a073e05fae02,61c31d45-b45a-4c16-9af6-c4b3ac18fbda,Fraud Detection,HIGH,RESOLVED,2026-06-21 23:29:37.213014,
bec8240e-be0a-4540-b5e2-d30c1a98cc60,e97ab174-943d-48e6-b198-09c1a14c79f4,77a7534c-3ff4-4970-b218-be4acfa4e819,Fraud Detection,CRITICAL,INVESTIGATING,2026-06-21 23:29:37.213014,
61ceab4d-e314-496d-8c05-cbc46a97abd7,47e63f61-d5d0-45e2-8ea4-5e59e35b89c6,514a60d8-019b-4503-801c-4822aad75eff,Fraud Detection,CRITICAL,INVESTIGATING,2026-06-21 23:29:37.213014,
77c0b92b-bdec-46c4-b19f-0a2fe3d1c2fe,9bc7fd17-3845-43dc-8899-e2d6b8c4b1d0,a2de5483-09e1-421e-aa5e-6dba6757040a,Fraud Detection,CRITICAL,RESOLVED,2026-06-21 23:29:37.213014,
23e1d695-61f0-4f91-8635-87a974e9510f,75db3ff1-7cdb-4383-ba45-2af30fb41773,130fca2c-82ab-4ede-aa34-5b709253eac6,Fraud Detection,CRITICAL,INVESTIGATING,2026-06-21 23:29:37.213014,
07a51fc9-118a-451d-b317-6723eff14509,5c11add9-c673-4349-9cb6-0b42dbab0e1b,079fee6d-c320-4eea-9eeb-fd2bf01792c1,Fraud Detection,HIGH,INVESTIGATING,2026-06-21 23:29:37.213014,
15d8ee02-01e1-4b8d-bcc9-78f911b816ee,fa179b3f-3476-4534-a629-2ddd3603d4e3,d8bde5f5-34d2-4c7e-93ab-34aa3f723554,Fraud Detection,CRITICAL,INVESTIGATING,2026-06-21 23:29:37.213014,
79a49cc3-9fed-4965-a987-1e4d5c1977a0,4c3d330e-320b-47c8-acbb-544621155f09,620b2b97-cc25-4cba-a2e0-a39783d43e97,Fraud Detection,HIGH,INVESTIGATING,2026-06-21 23:29:37.213014,
d3dfe39a-bc05-46aa-babc-4b239a87db6d,f763984e-47bc-4e15-aa64-e4d7b3d0671c,98d949e5-7735-4331-80f0-6227b226d535,Fraud Detection,HIGH,RESOLVED,2026-06-21 23:29:37.213014,
a7233829-b729-44b9-80e5-3550411a79f4,294bb99c-545c-4aa5-9bf6-f1d9e1d0da4b,ea4ac12a-2728-4c45-8426-5bb8fbe6e89f,Fraud Detection,CRITICAL,RESOLVED,2026-06-21 23:29:37.213014,
